,SchNet_true_ES1,SchNet_pred_ES1,PaiNN_true_ES1,PaiNN_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
LVXZGDWDDGJDJT-UXKBCNDISA-N,2.853,2.9355612,2.853,2.8648255,2.853,2.878433,2.853,2.97142,2.853,2.8970523,2.853,2.9183943
LAJKEWOVPLCSNM-UHFFFAOYSA-N,3.091,2.8879147,3.091,2.3092892,3.091,3.039768,3.091,3.1315458,3.091,2.8175702,3.091,2.9085424
MNFMPLLHZDZAQA-UHFFFAOYSA-N,2.793,2.671747,2.793,2.5731375,2.793,2.7325237,2.793,2.4746964,2.793,2.7192287,2.793,2.7579634
XBFAUQLZYCSGGI-UHFFFAOYSA-N,2.638,2.3457885,2.638,2.4457195,2.638,2.6405115,2.638,2.2477949,2.638,2.4060655,2.638,2.2377467
JHACHONFTQNPRD-UHFFFAOYSA-N,2.89,2.7939851,2.89,2.4922047,2.89,2.7609718,2.89,2.6212559,2.89,2.7046065,2.89,2.6987898
KJDMCVZXRCVDML-UHFFFAOYSA-N,3.473,3.094,3.473,2.3907392,3.473,3.1481304,3.473,3.2433069,3.473,3.2987642,3.473,2.970057
LMPXNXSCMGGXAF-YJFUFEHTSA-N,2.655,2.8100467,2.655,2.689848,2.655,2.8435874,2.655,2.6236405,2.655,2.9159007,2.655,3.0035172
LVDDOJJXXLQUNZ-JACJQHGZSA-N,3.188,3.138852,3.188,3.21917,3.188,3.3868797,3.188,3.2578802,3.188,3.695455,3.188,3.2566776
QNCLTMKTQQPAJQ-UHFFFAOYSA-N,3.263,3.023883,3.263,2.75404,3.263,3.1526291,3.263,3.1822674,3.263,3.2082329,3.263,3.1776435
LLMYNORXNMSUEY-UHFFFAOYSA-N,2.972,2.9084885,2.972,2.9546525,2.972,3.046589,2.972,2.8526447,2.972,3.132463,2.972,3.002574
OMJLNMOJEZNADM-MBXCJKDGSA-N,2.498,2.3604002,2.498,2.487862,2.498,2.5734482,2.498,2.4992776,2.498,2.5258248,2.498,2.527569
OLWAMHDGHKXNLF-UHFFFAOYSA-N,3.189,3.087598,3.189,3.2801027,3.189,3.2744942,3.189,3.0754945,3.189,3.1322176,3.189,3.1927247
LREBXFXFVGRLMN-JSSMZWLNSA-N,3.011,3.067625,3.011,3.0522902,3.011,2.8593874,3.011,3.0050464,3.011,3.5131755,3.011,3.5068753
VWVIYOFWQQXBMY-QGSYYBFSSA-N,2.757,2.8039105,2.757,2.8514178,2.757,2.86847,2.757,2.7043786,2.757,2.9441288,2.757,3.0831242
QYGZJXMMKUWOSH-MTPQCIBESA-N,2.971,3.2422397,2.971,3.1045642,2.971,3.469718,2.971,3.4111183,2.971,3.9716368,2.971,3.9536092
DFYIVZRSNQDWTF-OKPYTHRESA-N,2.92,3.1494992,2.92,2.9381678,2.92,3.0155883,2.92,2.921581,2.92,3.0939698,2.92,3.1692946
RJESSBXJNSOKFW-UHFFFAOYSA-N,3.238,3.0960402,3.238,2.8919206,3.238,3.049374,3.238,3.147271,3.238,3.4380744,3.238,3.1538453
ZKKFNHXCNQOJJN-USHMODERSA-N,2.668,2.6862898,2.668,2.6712987,2.668,2.6130893,2.668,2.543323,2.668,2.622335,2.668,2.533048
IQBNHCNLHINXBW-UHFFFAOYSA-N,3.105,3.2223592,3.105,3.27814,3.105,3.405206,3.105,3.355037,3.105,3.4377048,3.105,3.1651049
XNCOZDZVXXVJIA-UHFFFAOYSA-N,2.933,3.0375957,2.933,2.391535,2.933,3.0114746,2.933,2.9019163,2.933,2.960883,2.933,2.9692254
GSULOPLLXVGUOV-UHFFFAOYSA-N,3.072,2.9150171,3.072,2.8964376,3.072,3.0295155,3.072,3.070049,3.072,3.1126406,3.072,3.0110376
RHRGFTFLZXVPCK-HXOQXBIKSA-N,2.716,2.9066825,2.716,2.751021,2.716,2.863725,2.716,2.9147103,2.716,3.1459355,2.716,3.1852155
SQENOKUHYSQDRB-YYHFWCTESA-N,2.529,2.4942822,2.529,2.3316998,2.529,2.5377944,2.529,2.6324813,2.529,2.910186,2.529,2.9405246
ZNFRITRLWNAORR-ZWDLJABGSA-N,2.798,3.193552,2.798,2.989209,2.798,3.0888324,2.798,3.094778,2.798,3.207547,2.798,3.2726343
XJCLNLJSCOUQDJ-QTOMDFFOSA-N,2.732,2.7894216,2.732,2.73962,2.732,2.8932416,2.732,2.6318035,2.732,2.8400114,2.732,2.756594
XMHRZKWZSAKBNQ-UHFFFAOYSA-N,2.727,2.7237086,2.727,2.4942064,2.727,2.798844,2.727,2.6938462,2.727,2.6043172,2.727,2.6066294
AQJVJKDVEYFTDE-UHFFFAOYSA-N,2.639,3.023058,2.639,2.7330186,2.639,2.7681916,2.639,2.6663284,2.639,2.7968264,2.639,2.8196857
MWBOBVGLIBAEIH-UVLLTXLESA-N,2.871,2.890923,2.871,2.9932792,2.871,2.9314501,2.871,2.8899317,2.871,3.1606708,2.871,3.1234696
GKFACNLCBIOBHS-UHFFFAOYSA-N,3.076,2.7555978,3.076,2.601231,3.076,3.0434108,3.076,3.0936186,3.076,2.8637848,3.076,2.7503467
HLAYAFOIBUTNJO-UHFFFAOYSA-N,3.043,2.9473176,3.043,2.960548,3.043,3.047023,3.043,2.9827628,3.043,3.0786247,3.043,3.148333
HRYYGIDXNRLCGK-KVLYFZCPSA-N,2.869,2.7311454,2.869,2.5875933,2.869,2.9005284,2.869,2.8772984,2.869,2.769876,2.869,2.6547232
JPNUSTCRYLYNRM-UHFFFAOYSA-N,3.15,2.7237394,3.15,2.6496086,3.15,2.7538176,3.15,3.0738814,3.15,3.0443232,3.15,2.6068618
DWMSZGJTLKHGPQ-OTDXRIAJSA-N,2.826,3.1322875,2.826,3.1809328,2.826,3.2717426,2.826,3.108249,2.826,3.2282758,2.826,3.436422
LFJVINIKBNMWCM-NSRRZYPTSA-N,2.773,2.8128283,2.773,2.7691875,2.773,2.7950947,2.773,2.620765,2.773,2.9683442,2.773,2.767968
ZJEWZAZGOAAFNG-XXKMXEFSSA-N,2.918,3.0970964,2.918,2.9254196,2.918,2.9723814,2.918,2.9975705,2.918,3.2995923,2.918,3.2116668
UGIWRZXKGYSAQR-UHFFFAOYSA-N,3.14,3.0327506,3.14,2.9577215,3.14,3.310378,3.14,3.086023,3.14,3.2181845,3.14,2.891958
SQYXSYYPVWAHNI-UHFFFAOYSA-N,2.917,2.7900198,2.917,2.8437803,2.917,2.8945446,2.917,2.5188022,2.917,3.0098796,2.917,2.7595217
NHIXQNAHJRVPFL-YGYNMYDASA-N,2.644,2.5597453,2.644,2.6821918,2.644,2.6318114,2.644,2.519741,2.644,2.7955804,2.644,3.1001072
XQEILXRNDCJERJ-UHFFFAOYSA-N,3.505,3.283471,3.505,3.2471628,3.505,3.4649653,3.505,3.2958999,3.505,3.5992506,3.505,3.3428671
NJCQBJMECXHISS-FGEKACPMSA-N,2.736,2.783965,2.736,2.7760494,2.736,2.7647607,2.736,2.7452066,2.736,2.716394,2.736,2.752758
OEUURUGFPPCFQA-LAINSZJQSA-N,2.333,2.2798178,2.333,2.3231473,2.333,2.3108246,2.333,2.3051953,2.333,2.2429183,2.333,2.2921464
AUVJJCQJLMCDAB-UHFFFAOYSA-N,2.724,2.7900553,2.724,2.765424,2.724,3.0069227,2.724,2.4745314,2.724,2.998326,2.724,3.102745
BUHDYWWNJYICES-ULTCKKPSSA-N,2.508,2.7017448,2.508,2.7003822,2.508,2.7266695,2.508,2.748383,2.508,2.8600779,2.508,3.1484401
XOUGKFVMSLVQSI-UHFFFAOYSA-N,3.379,2.6344688,3.379,2.3112814,3.379,2.9065034,3.379,3.0934253,3.379,3.0275323,3.379,2.7470996
CHEVDRXDRMWEJU-UHFFFAOYSA-N,2.6,2.7133071,2.6,2.4913113,2.6,2.5782835,2.6,2.0767252,2.6,2.6693013,2.6,2.6595733
CAPBPLITKVIBEO-UHFFFAOYSA-N,3.001,2.8943613,3.001,2.2021844,3.001,3.1942215,3.001,2.8286095,3.001,2.8605628,3.001,2.7349043
OTRBVZMCOADKFI-ZWDGHJDBSA-N,2.803,2.8548594,2.803,2.725491,2.803,2.8513472,2.803,2.7345192,2.803,2.757478,2.803,2.8145158
VBANEVGUYLMREC-KJTPRFDXSA-N,2.642,2.7780535,2.642,2.739526,2.642,2.759993,2.642,2.9023104,2.642,3.2259934,2.642,2.8317556
SEKIZBJMZYBJGF-UHFFFAOYSA-N,3.241,2.6530013,3.241,2.296823,3.241,2.8978307,3.241,2.937651,3.241,2.9219081,3.241,2.622672
WUCWCAFOHOLREG-GWUGPNDHSA-N,3.034,2.8813174,3.034,2.2834826,3.034,3.0106306,3.034,3.1402376,3.034,3.2194932,3.034,2.9568477
QSLSLDFSAPAONC-WNOSTQBWSA-N,2.554,2.6343467,2.554,2.7631047,2.554,2.6281297,2.554,2.750994,2.554,2.9345596,2.554,3.1428328
HIJUVYIQQLMWSV-UHFFFAOYSA-N,3.083,2.8813758,3.083,2.4753733,3.083,2.9477441,3.083,2.9927585,3.083,2.8765237,3.083,2.9088502
TZRJQRKLPGFQKK-UHFFFAOYSA-N,2.636,2.7154841,2.636,2.3554444,2.636,2.6571712,2.636,2.417059,2.636,2.702482,2.636,2.68115
IZCJDJUKUGJTPW-MNQNVOJESA-N,2.92,3.0299597,2.92,2.9352615,2.92,2.9564948,2.92,2.8987381,2.92,2.7584233,2.92,2.8961985
LRXXJPVXKGIKAN-UHFFFAOYSA-N,3.339,3.0578747,3.339,3.1280136,3.339,3.2660415,3.339,3.155956,3.339,3.3931487,3.339,3.0106378
MEEJTODWKGERFV-UHFFFAOYSA-N,2.935,2.8397908,2.935,2.3688312,2.935,3.0656536,2.935,2.866962,2.935,2.9149916,2.935,2.8244712
KCDKFUPWQADBHV-UHFFFAOYSA-N,2.427,2.4550364,2.427,2.4004753,2.427,2.4628198,2.427,2.1087239,2.427,2.2093806,2.427,2.325005
MUEBAVBOUUCYMH-YUMHPJSZSA-N,2.461,2.7719967,2.461,2.8266108,2.461,2.6995199,2.461,2.7761543,2.461,2.6789632,2.461,2.6802084
GJVLSBZYEDYGLL-YEAKOVHHSA-N,2.46,2.527725,2.46,2.5032732,2.46,2.4752579,2.46,2.366766,2.46,2.7724524,2.46,2.8328404
AENRPKUVMAQDND-YNOBJNSZSA-N,2.917,2.9868612,2.917,2.8892689,2.917,3.249594,2.917,2.9209464,2.917,3.3417904,2.917,3.2261813
WWACCVODCAQQCM-UHFFFAOYSA-N,2.886,2.813539,2.886,2.876548,2.886,2.809008,2.886,2.7782135,2.886,2.9988422,2.886,2.97122
HBWJHIZYESVGIO-UHFFFAOYSA-N,3.262,2.7863832,3.262,2.7468584,3.262,2.80589,3.262,3.1706204,3.262,3.168336,3.262,2.8223784
PVGDTMYSEDIYBZ-RZUKCUAPSA-N,2.172,2.3722365,2.172,2.1766315,2.172,2.2368307,2.172,2.323923,2.172,2.6494136,2.172,3.0284877
RKRZFONABFKYNM-UHFFFAOYSA-N,3.029,2.7718039,3.029,2.5508916,3.029,2.7555265,3.029,2.6326697,3.029,2.7970085,3.029,2.5531013
VRPGJBUXJCLILP-IQRFGFHNSA-N,2.732,2.5427868,2.732,2.743352,2.732,2.635003,2.732,2.8375673,2.732,2.6751707,2.732,2.5853875
MPROPCTZXNISBF-UHFFFAOYSA-N,2.837,2.891037,2.837,2.459732,2.837,2.862184,2.837,2.7812233,2.837,2.8875248,2.837,2.8758395
NJXJWBXLDAKINU-UVJRJONQSA-N,2.515,2.6073842,2.515,2.558728,2.515,2.9556057,2.515,2.9244587,2.515,3.0980396,2.515,2.9782805
OACHTZSTAVLSIS-MDCVPAOJSA-N,2.891,2.906735,2.891,2.8672283,2.891,2.927074,2.891,2.9398675,2.891,3.0703728,2.891,3.0410497
QDCJDNTZFHNQPO-UHFFFAOYSA-N,3.273,2.8001919,3.273,2.328247,3.273,2.7757611,3.273,3.062934,3.273,3.0511541,3.273,2.731835
FVKWVOVILFUABA-UHFFFAOYSA-N,2.496,2.6066859,2.496,2.4058323,2.496,2.4948409,2.496,2.5750153,2.496,2.6074808,2.496,2.6251233
IJTWVOZCPROKNJ-AROIINDESA-N,2.955,3.1122847,2.955,2.996805,2.955,3.4157023,2.955,3.2451217,2.955,3.5893917,2.955,3.8273711
PTZAECOBBMJHSD-UHFFFAOYSA-N,3.208,3.1213484,3.208,2.483411,3.208,3.1347978,3.208,2.9670434,3.208,3.0905883,3.208,3.1632943
CHRSVVWORHBERC-UHFFFAOYSA-N,3.325,2.8412092,3.325,2.4691231,3.325,3.0566704,3.325,3.0498018,3.325,3.188816,3.325,2.6759038
YQVJMSGPPMIHHH-HIUVJMHLSA-N,2.389,2.3556883,2.389,2.4273324,2.389,2.3642178,2.389,2.4527102,2.389,2.6807492,2.389,2.2710607
DEUHBGTYAMTLHZ-UHFFFAOYSA-N,2.595,2.6379566,2.595,2.5724,2.595,2.5489192,2.595,2.5409644,2.595,2.4510033,2.595,2.6274023
JWPLJEYEZWORMA-UHFFFAOYSA-N,2.386,2.6898882,2.386,2.4055882,2.386,2.4705076,2.386,2.604025,2.386,2.5949874,2.386,2.5006733
JJXGFZZEWDLNLY-KOZYDRJXSA-N,2.298,2.4169812,2.298,2.4005477,2.298,2.4686003,2.298,2.4701493,2.298,2.803252,2.298,2.5113442
MPJGGSZJBNWBCX-UHFFFAOYSA-N,3.255,2.8354425,3.255,2.4169686,3.255,3.142863,3.255,3.1120687,3.255,3.0808642,3.255,2.9092836
YGWLBACIZRXLHY-UHFFFAOYSA-N,2.9,3.0833187,2.9,2.7725022,2.9,2.8717163,2.9,2.855011,2.9,2.863558,2.9,2.8264995
TVNNJYLCBJDLBB-UHFFFAOYSA-N,2.563,2.755525,2.563,2.5980723,2.563,2.6997218,2.563,2.5425084,2.563,2.8983934,2.563,2.710002
YZVJHDIAVLQNCS-DHVBMWRMSA-N,2.677,2.8598933,2.677,2.8988137,2.677,2.7973392,2.677,2.7973504,2.677,3.0160568,2.677,3.0216208
POIJMTNPRZJFMM-UHFFFAOYSA-N,2.485,2.5661094,2.485,2.5689247,2.485,2.5537627,2.485,2.5055609,2.485,2.5859866,2.485,2.7114308
YHJLKSYHANBKHX-UHFFFAOYSA-N,3.419,3.142086,3.419,3.1910858,3.419,3.1199934,3.419,3.1075132,3.419,3.3450885,3.419,3.0962646
XNEWGXBTKDCQQY-UHFFFAOYSA-N,3.225,2.8746064,3.225,2.4983487,3.225,2.9690542,3.225,3.1938028,3.225,3.0919435,3.225,2.802447
GOAAZXZKYAFQHE-UHFFFAOYSA-N,2.674,2.560676,2.674,2.5273674,2.674,2.546494,2.674,2.6058626,2.674,2.6131437,2.674,2.5094712
HMXDYZHBDNMASR-PHEFMCIRSA-N,2.616,2.6743731,2.616,2.525327,2.616,2.7285233,2.616,2.7709932,2.616,2.8436425,2.616,2.9307015
GEJLNCOWTYTEHZ-UHFFFAOYSA-N,2.818,3.0291631,2.818,2.938694,2.818,3.0376894,2.818,3.1301465,2.818,3.1172197,2.818,3.020094
ZTPKDRAZPHFCHC-UHFFFAOYSA-N,2.536,2.5734198,2.536,2.2948937,2.536,2.448287,2.536,2.4173813,2.536,2.4545426,2.536,2.5298014
RKXBPJMVENZATF-DLUHTUDBSA-N,2.402,2.3688338,2.402,2.32639,2.402,2.4034905,2.402,2.333959,2.402,2.3386846,2.402,2.563368
AJUHQHWKFNVIJC-UHFFFAOYSA-N,3.416,3.2103593,3.416,3.2629304,3.416,3.3867311,3.416,3.225298,3.416,3.2524076,3.416,3.2719877
FHJQJQSDQXVSSA-AJGWWKNYSA-N,2.973,2.8162513,2.973,2.9839804,2.973,3.1211443,2.973,3.0430639,2.973,2.964183,2.973,2.9715004
OWXSONQYAKPXGA-UHFFFAOYSA-N,3.019,2.8870983,3.019,2.605413,3.019,3.0766394,3.019,2.9591687,3.019,3.0290282,3.019,2.4570794
AUPREGLRYGRCER-UHFFFAOYSA-N,2.867,2.7616668,2.867,2.3483233,2.867,2.700872,2.867,2.748248,2.867,2.9168732,2.867,2.7635555
HMWBONPGDTWALL-UHFFFAOYSA-N,3.352,2.831058,3.352,2.3087287,3.352,3.1535566,3.352,2.9716556,3.352,3.1568913,3.352,2.7040217
KTSAMBWXIYZCEB-UHFFFAOYSA-N,3.289,2.6666803,3.289,2.345024,3.289,2.9548445,3.289,2.932213,3.289,2.9306211,3.289,2.8424425
BULKYKNOQGROFD-UHFFFAOYSA-N,3.378,2.9136794,3.378,2.5964875,3.378,3.0562804,3.378,3.2285955,3.378,3.4136424,3.378,2.9344795
FHCMZLAWPRYJRO-PVELJJBJSA-N,2.769,2.9328864,2.769,2.878069,2.769,2.993448,2.769,2.9503388,2.769,2.8910062,2.769,3.0218885
LQPBLGWOGHBWCC-KVCIEARHSA-N,2.209,2.2827032,2.209,2.3462732,2.209,2.3525486,2.209,2.2899456,2.209,2.5222847,2.209,2.480669
USKAVPHRGSMKOQ-UHFFFAOYSA-N,3.169,2.6833804,3.169,2.3980694,3.169,2.8433058,3.169,3.122533,3.169,3.238059,3.169,2.8010836
FCDHXLNDOWQDIY-ZTOKTPSGSA-N,2.617,3.0874584,2.617,3.0979104,2.617,2.9041765,2.617,3.053781,2.617,3.4789577,2.617,3.9645708
RUQUFLRTCBGSTE-VJFCYXQSSA-N,2.528,2.5033774,2.528,2.6044176,2.528,2.8144019,2.528,2.502634,2.528,2.7109866,2.528,2.5115433
RQOFYAAMDKTTGQ-UHFFFAOYSA-N,2.385,2.4821174,2.385,2.308222,2.385,2.4246755,2.385,2.4453757,2.385,2.3390627,2.385,2.4388032
CZDJQECCBFNJHS-MNQNVOJESA-N,3.197,3.1185338,3.197,3.1610236,3.197,3.2241466,3.197,3.2102668,3.197,3.1696107,3.197,3.2319887
KDIXWUKQUNRZIW-IGLXWGHYSA-N,2.882,2.8071446,2.882,2.7904673,2.882,2.8544588,2.882,2.8368204,2.882,2.8812141,2.882,2.8908694
UXDBGJYDIPVPHC-GZOMZLSJSA-N,2.692,2.6879632,2.692,2.4146976,2.692,2.7627552,2.692,2.7256916,2.692,2.680146,2.692,2.7279887
RVEMSOMWZGNOPN-UHFFFAOYSA-N,2.583,2.659606,2.583,2.4537332,2.583,2.7387779,2.583,2.5896926,2.583,2.6196034,2.583,2.5423307
KFUXFZRJRATQIZ-UHFFFAOYSA-N,2.821,2.9063575,2.821,2.6393144,2.821,3.1123233,2.821,2.8866801,2.821,2.9107604,2.821,2.838194
CZGRRNFVVUCIMH-UHFFFAOYSA-N,2.714,2.7030563,2.714,2.497029,2.714,2.5023034,2.714,2.6467352,2.714,2.5925117,2.714,2.7073896
FTMKGPCJYSNCLO-UJQQANNJSA-N,2.55,2.661411,2.55,2.629647,2.55,2.8131115,2.55,2.5805643,2.55,2.8867066,2.55,2.8812943
JZRNGRVEPRBEFP-RMOUTILPSA-N,2.314,2.311557,2.314,2.180956,2.314,2.5100904,2.314,2.300365,2.314,2.3408432,2.314,2.5202787
ZUAAYXYAMMYXRH-HLQPHAPVSA-N,2.598,2.5421348,2.598,2.547526,2.598,2.6324499,2.598,2.6619406,2.598,2.6894696,2.598,2.570858
KAKDYPNBBZCTJI-UHFFFAOYSA-N,2.713,2.6979795,2.713,2.4090772,2.713,2.7966623,2.713,2.697804,2.713,2.7482963,2.713,2.4918802
UBNVZOBDWHAXDB-UHFFFAOYSA-N,3.368,2.8094826,3.368,2.6419957,3.368,2.8201509,3.368,3.2695856,3.368,3.032852,3.368,2.6686025
VHNGONALVNWACU-KEPPOWTLSA-N,2.652,2.8371527,2.652,2.8377945,2.652,2.806903,2.652,2.803123,2.652,3.0381393,2.652,3.0999784
UZSIIJUNUCJWJV-UHFFFAOYSA-N,3.815,3.2720687,3.815,3.297132,3.815,3.6218116,3.815,3.5600224,3.815,3.6825633,3.815,3.3450897
DPLPSXLJEXBWKP-UHFFFAOYSA-N,2.296,2.3575258,2.296,2.1882675,2.296,2.3367198,2.296,2.1455793,2.296,2.1437445,2.296,2.2285411
NGTJXBCKGDWULS-UHFFFAOYSA-N,3.091,2.9921203,3.091,2.3646564,3.091,2.931107,3.091,2.8217008,3.091,3.0064857,3.091,2.817093
QREJTECYKXODIN-LMOHNTGSSA-N,2.83,2.7136552,2.83,2.564661,2.83,2.84026,2.83,2.68241,2.83,2.9967947,2.83,2.7010932
MECNLZBHPTUILZ-UHFFFAOYSA-N,3.34,2.9821277,3.34,2.5051117,3.34,3.3496144,3.34,3.0491278,3.34,2.9949896,3.34,2.8861213
QUUAQDOJYQJCMR-HQILZYGMSA-N,2.835,2.8923357,2.835,2.911415,2.835,2.8961246,2.835,2.9131405,2.835,2.953127,2.835,2.8902707
HLOBLKNVCHGQIJ-GRGRLRQMSA-N,3.056,2.9889736,3.056,3.0934348,3.056,3.294684,3.056,3.1168153,3.056,3.5712852,3.056,3.7953594
RRSLERGZFTZERM-IDCIYVAZSA-N,3.147,3.0069938,3.147,2.9399786,3.147,2.9979556,3.147,2.9080591,3.147,3.466591,3.147,3.1249914
BNKGOEYZCAIDFV-UHFFFAOYSA-N,2.767,2.9477339,2.767,2.7650628,2.767,2.857919,2.767,2.8946528,2.767,2.9066765,2.767,2.6930807
MNAAUWYPHTVEKK-BJYBERGQSA-N,2.426,2.8605134,2.426,2.7057478,2.426,2.6815498,2.426,2.859584,2.426,3.0359921,2.426,3.3755038
FIBMVCNSFCWIQR-UHFFFAOYSA-N,3.002,3.0583456,3.002,2.9285703,3.002,3.0566509,3.002,3.057839,3.002,3.0009809,3.002,2.9726427
JHJJKUYTWZFKDV-UHFFFAOYSA-N,3.343,2.9858088,3.343,2.5447087,3.343,3.1781585,3.343,3.1588173,3.343,3.267971,3.343,2.9301724
QPKHQJSGSMWGAN-OFONFJATSA-N,2.437,2.463305,2.437,2.510988,2.437,2.3737557,2.437,2.4011683,2.437,2.6374457,2.437,2.7108002
FGRRFYFNTWKCCS-UHFFFAOYSA-N,2.921,2.7285745,2.921,2.221387,2.921,2.8839774,2.921,3.0211089,2.921,3.0739617,2.921,2.699175
FXMOSKWOZUJTET-TYDBSZLESA-N,3.377,3.1782174,3.377,3.1460872,3.377,3.1345868,3.377,2.8928413,3.377,3.231037,3.377,3.3261015
XTQBSKCTSZNWTK-AYPWUZHZSA-N,2.639,2.7642894,2.639,2.800904,2.639,2.8403933,2.639,2.560691,2.639,3.2615237,2.639,3.9931278
OSMWIYDLGUURIZ-UHFFFAOYSA-N,3.189,2.9546351,3.189,2.5667558,3.189,3.049218,3.189,2.8231251,3.189,3.2950854,3.189,2.8480647
VAEOBAHRYWTVQL-UHFFFAOYSA-N,2.854,2.484103,2.854,2.4656444,2.854,2.5627816,2.854,2.840003,2.854,2.632586,2.854,2.5317059
PPSIBBNOIYWKBA-NHTSZHBLSA-N,2.557,2.5566466,2.557,2.5671115,2.557,2.6211483,2.557,2.4695015,2.557,2.8667216,2.557,3.1979287
VGBFTQMYELXUEY-UHFFFAOYSA-N,2.397,2.2119906,2.397,2.340802,2.397,2.2294989,2.397,2.496368,2.397,2.3069074,2.397,2.0841093
WRBSEQIUOSCSMC-WCGGYGKMSA-N,2.764,2.8206353,2.764,2.8415658,2.764,2.9676101,2.764,2.9104195,2.764,3.0356853,2.764,3.1861668
SGDANELTMHDAKK-NLYQVCPBSA-N,2.817,2.9327223,2.817,2.9063635,2.817,3.053599,2.817,2.9732356,2.817,3.118952,2.817,3.0703151
PTBAUVFYYMUAGM-UHFFFAOYSA-N,3.18,3.0606892,3.18,2.8830485,3.18,2.9624352,3.18,2.9693036,3.18,2.8582664,3.18,2.9368804
PVPLNHJKNJSIBZ-WJUIDDSLSA-N,2.818,3.0952258,2.818,3.061098,2.818,3.0720065,2.818,3.052766,2.818,3.0737412,2.818,3.0326574
ACSUCLSOQMYDQI-RPFMPTOJSA-N,2.991,3.2919135,2.991,3.108541,2.991,3.3216736,2.991,2.971991,2.991,3.663303,2.991,3.8022285
DEDUIXYNGJIBTO-UHFFFAOYSA-N,3.11,2.7295244,3.11,2.5652137,3.11,2.754352,3.11,2.924109,3.11,3.0380635,3.11,2.8291156
UDCMJWOIDDXUFF-JODWXTRQSA-N,2.447,2.6557693,2.447,2.3850322,2.447,2.5109904,2.447,2.415206,2.447,2.4148734,2.447,2.506188
OCOKVLIQNUPOAR-UHFFFAOYSA-N,3.36,3.191076,3.36,2.598849,3.36,3.232747,3.36,2.831376,3.36,3.2194395,3.36,3.1287527
JANOSVOEAATZOT-UNOVCGRKSA-N,2.914,3.2142594,2.914,3.0877705,2.914,3.237092,2.914,3.1582267,2.914,3.291667,2.914,3.142415
VHEPBRZWHZBJML-NXWRKTHKSA-N,2.699,2.874246,2.699,2.6906636,2.699,2.651653,2.699,2.7125728,2.699,2.842084,2.699,2.9297547
GPGSVNDFOAGVCH-UHFFFAOYSA-N,2.551,2.616412,2.551,2.3430488,2.551,2.5120535,2.551,2.4459648,2.551,2.4959013,2.551,2.4529424
VWYQFXDRRIJFOZ-OXJKYNATSA-N,2.818,2.8122652,2.818,2.7555165,2.818,2.8531866,2.818,2.6517935,2.818,2.9475653,2.818,2.8762512
KFKCVYBMQFWRNR-UHFFFAOYSA-N,2.427,2.4599106,2.427,2.3293886,2.427,2.4313223,2.427,2.239859,2.427,2.5194845,2.427,2.3069088
QYOMTJIUZPGDEO-HWAYABPNSA-N,2.514,2.7191315,2.514,2.8354645,2.514,2.7005112,2.514,2.6130486,2.514,2.9239275,2.514,2.774461
ZRJNJHGGYRTKPR-UHFFFAOYSA-N,2.682,3.0751996,2.682,2.8362806,2.682,2.638357,2.682,2.6055353,2.682,3.1399612,2.682,3.0132473
JIXPOMUPZAYEDF-UHFFFAOYSA-N,3.294,2.8968568,3.294,2.521604,3.294,2.9599972,3.294,3.03003,3.294,3.1264627,3.294,2.9376404
BLCYUBJYYTXQLL-NXURCQBISA-N,2.598,2.5153818,2.598,2.6205971,2.598,2.4781284,2.598,2.3713837,2.598,2.7398639,2.598,2.8545427
XCCXDKTVTADLGQ-UHFFFAOYSA-N,2.658,3.3731508,2.658,3.3598912,2.658,3.3082883,2.658,3.4043717,2.658,3.2849298,2.658,3.439547
QVEKONQYPOUZSV-UHFFFAOYSA-N,2.767,3.008358,2.767,2.958192,2.767,2.960159,2.767,2.7834282,2.767,2.9599588,2.767,2.8563926
WYGDTOPFBSGRJW-DEFDFUCDSA-N,2.974,3.108165,2.974,2.995856,2.974,2.9566276,2.974,3.0661943,2.974,3.2088928,2.974,3.0118806
PJUURHYKNYTNBI-YTEMWHBBSA-N,2.531,2.6443958,2.531,2.8433943,2.531,2.5213258,2.531,2.4583158,2.531,2.593456,2.531,2.561241
JYCGIFRFFQWGEM-UHFFFAOYSA-N,2.698,2.6899145,2.698,2.3479395,2.698,2.622537,2.698,2.4332385,2.698,2.6441004,2.698,2.6078653
ULLPRXWVJRBMDP-QHCQOKSMSA-N,2.534,3.153058,2.534,3.076791,2.534,3.1393514,2.534,3.166504,2.534,3.3554745,2.534,3.6178453
GDUJNYXPSDWIOD-UHFFFAOYSA-N,3.192,2.602925,3.192,2.0846088,3.192,2.8293335,3.192,3.137081,3.192,3.0748532,3.192,2.547064
NMHWJYCPDLKFLI-UHFFFAOYSA-N,2.743,2.7469301,2.743,2.443139,2.743,2.6855507,2.743,2.6544566,2.743,2.829634,2.743,2.774691
PHQPGQLEOOXZMD-UHFFFAOYSA-N,2.506,2.6182013,2.506,2.159411,2.506,2.3990235,2.506,2.2300189,2.506,2.5610523,2.506,2.507815
