,SchNet_true_ES1,SchNet_pred_ES1,PaiNN_true_ES1,PaiNN_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
CSKTVSPQVPOUBE-FLGYJEQNSA-N,2.791,2.6852264,2.791,2.7944293,2.791,2.6013458,2.791,2.526776,2.791,2.6996346,2.791,2.5803216
VRLCLJKCQQRFDN-SEAWODQXSA-N,2.87,2.8612978,2.87,2.9450297,2.87,3.0876117,2.87,2.9829905,2.87,2.8862133,2.87,2.8658905
WCIXRHRHJLSBCB-ONBOMYCOSA-N,2.377,2.1784499,2.377,2.3274493,2.377,2.0713973,2.377,1.9632998,2.377,2.3901095,2.377,2.3618367
BASYYHSHEQJLAE-HMLDNMNSSA-N,2.827,2.9954758,2.827,2.8106148,2.827,3.005312,2.827,2.850834,2.827,2.9133124,2.827,2.8412154
VXGKMKBDLCCUPQ-PAZNOCNKSA-N,2.627,2.6440926,2.627,2.7169623,2.627,2.6966505,2.627,2.6428356,2.627,2.7657053,2.627,2.683546
OGUNMKKOGKYOSK-HZQMBONKSA-N,1.996,1.9316014,1.996,2.0967162,1.996,2.0082667,1.996,2.120651,1.996,2.0075374,1.996,2.0268896
WEUPFNHOIIVDIH-DQGTYSGISA-N,2.947,2.822132,2.947,2.7929156,2.947,2.8905692,2.947,2.815218,2.947,2.640429,2.947,2.7547834
AGPKDWAMVSYGRL-VQWGYEAZSA-N,2.066,1.9230396,2.066,1.7498289,2.066,2.06883,2.066,1.9594939,2.066,2.0474274,2.066,2.0741544
MFJARROSHUCTNK-KXYJPHMPSA-N,2.674,2.7779405,2.674,2.8421018,2.674,2.9388323,2.674,2.8706841,2.674,2.8040621,2.674,2.7933798
KIKCSRMVHZPZOM-KDHRXPGNSA-N,2.788,3.1071112,2.788,3.21608,2.788,3.1007829,2.788,2.8364499,2.788,2.985,2.788,3.0977213
LNHRYMHWYPMJCR-MRBPLNLNSA-N,2.949,2.7725346,2.949,2.8613865,2.949,2.7718523,2.949,2.7377524,2.949,2.779046,2.949,2.7808673
KGUWUTSDLJWXEA-NFNTWISMSA-N,2.376,2.3615725,2.376,2.5448842,2.376,2.2093852,2.376,2.3170366,2.376,2.4485424,2.376,2.291557
FKXUDROGVZPQRY-OBUAHGEASA-N,2.827,2.8056037,2.827,2.8324833,2.827,2.8195052,2.827,2.8260694,2.827,2.8656886,2.827,2.887414
LAEGFHMNLBXBNK-CTCMOOAZSA-N,2.835,2.9087613,2.835,2.787323,2.835,2.700265,2.835,2.8106554,2.835,2.7339702,2.835,2.7977529
ODUAWIPTYOJKGE-CKVDYGJOSA-N,2.906,3.1317327,2.906,3.0245144,2.906,3.0745578,2.906,2.9443314,2.906,3.061819,2.906,3.069025
ORPZOEADMRCEHU-OBXPLWTPSA-N,2.815,2.861133,2.815,2.782566,2.815,2.821884,2.815,2.8465898,2.815,2.8235385,2.815,2.8384256
MEKRPLQWANZATJ-OUFRAXDDSA-N,2.478,2.7217553,2.478,2.6845274,2.478,2.6758235,2.478,2.7614715,2.478,2.7986438,2.478,2.7413967
APAMKKHOFNSFKA-XQVFDSGOSA-N,2.841,2.7328854,2.841,2.7782357,2.841,2.6911702,2.841,2.7956526,2.841,2.822067,2.841,2.6167967
XRRQXJPHIFLLRD-HHVXFKTKSA-N,2.858,2.8926475,2.858,3.0119023,2.858,3.028719,2.858,3.0503561,2.858,2.9673572,2.858,2.829311
SZXLWUSRWJSDOL-OLJDZTCOSA-N,2.306,2.1890676,2.306,2.460146,2.306,2.1193397,2.306,2.213634,2.306,2.4339945,2.306,2.4122822
ZZWGWVBYIJYATC-KHDPDSMYSA-N,3.319,3.1001382,3.319,3.2658384,3.319,3.323482,3.319,3.108666,3.319,3.1435306,3.319,3.1951709
XNBYCSFUHHKNSB-ZGUMMOQDSA-N,2.588,2.6069908,2.588,2.4946566,2.588,2.5630028,2.588,2.5528944,2.588,2.5816324,2.588,2.4590137
RXXTYUJLTJQQHJ-QLYAJUDASA-N,2.472,2.763897,2.472,2.7715123,2.472,2.4793744,2.472,2.4744744,2.472,2.774954,2.472,2.8615627
ARJKUAYTPCOUTF-MNNBMNRUSA-N,2.765,2.880167,2.765,2.8187008,2.765,2.767861,2.765,2.8641455,2.765,2.749475,2.765,2.7325919
IQAUCTQSLUVIAQ-CPDSRJINSA-N,2.926,3.0718596,2.926,3.0848842,2.926,3.1747239,2.926,3.1556745,2.926,3.0449724,2.926,3.101493
KQVMWUYAIOUMRR-LEMACGQUSA-N,2.485,2.8676736,2.485,2.7867558,2.485,2.6860254,2.485,2.6910028,2.485,2.6465566,2.485,2.6793785
OGJXWRACXPTKEE-OGSBCZQPSA-N,2.846,2.9198341,2.846,2.9006746,2.846,3.023248,2.846,2.9574912,2.846,2.7485104,2.846,2.8115206
CMLDJSMFVQSOKT-AAPHRLRXSA-N,3.004,3.0275934,3.004,2.9756272,3.004,3.2000546,3.004,2.9951212,3.004,3.073713,3.004,3.0912428
UXTAXRPDADVNLA-SVPAYZKRSA-N,2.914,2.9354048,2.914,2.8295574,2.914,2.932101,2.914,2.8352926,2.914,2.8998406,2.914,2.9370556
DNRWONBBYAKZEP-FZKLNCOPSA-N,2.999,3.1049304,2.999,3.1229312,2.999,3.1920748,2.999,3.0842123,2.999,3.0257258,2.999,3.028801
KWMXLRKWTJYYSQ-ZFHLBVDISA-N,2.539,2.5631435,2.539,2.7061837,2.539,2.49295,2.539,2.6724653,2.539,2.8021827,2.539,2.601507
TZEVEVAEERAHGF-ZRARCMSGSA-N,3.323,3.2125268,3.323,3.1040092,3.323,3.2601418,3.323,3.159645,3.323,3.093702,3.323,3.1715257
JTUWEIVWDWRBML-LEAOOLAISA-N,2.242,2.1530657,2.242,2.1218846,2.242,1.9875149,2.242,1.97671,2.242,2.1452756,2.242,1.8307925
RPQGAAJEOYPHJE-VTNSRFBWSA-N,3.2,3.119656,3.2,3.193,3.2,3.225898,3.2,3.10141,3.2,3.1562712,3.2,3.158956
DLHRFDSKSDJIFI-ODNPBWNPSA-N,2.302,2.0557861,2.302,2.3300889,2.302,2.1417942,2.302,2.1594725,2.302,2.3115754,2.302,2.2460468
FEXYBZBVOYXDIY-UUCTZZFFSA-N,2.557,2.637846,2.557,2.5422428,2.557,2.7142072,2.557,2.7031336,2.557,2.5523157,2.557,2.44954
CFWGLBFUHHXUFU-DLEJPEQYSA-N,2.49,2.9671326,2.49,2.9424293,2.49,2.8853633,2.49,2.8887703,2.49,2.8645895,2.49,2.9254549
XIAWOJLLDGZFAC-XMVCCLTCSA-N,2.863,2.8071299,2.863,2.8500085,2.863,2.7899275,2.863,2.87623,2.863,2.9484003,2.863,2.8572419
FSAKRCJMNOCXOW-LNAZMCQBSA-N,2.767,2.9896898,2.767,2.931282,2.767,2.9440532,2.767,2.9242766,2.767,2.8709555,2.767,2.9031026
FXJRKKWGPMDMNX-AWZTXXHUSA-N,2.774,2.75069,2.774,2.683721,2.774,2.6416168,2.774,2.7444873,2.774,2.4129925,2.774,2.6042295
GXWKTUBPGOPPIZ-DPWJMMOYSA-N,2.688,2.8230896,2.688,2.7022684,2.688,2.6854777,2.688,2.7317035,2.688,2.6866996,2.688,2.7766597
UUZGWMDPEZPVHI-GWUKJKHESA-N,2.381,2.4403584,2.381,2.356707,2.381,2.4392567,2.381,2.3198073,2.381,2.384028,2.381,2.4883878
GOYHEKDKFBLSNL-MCNPBZJBSA-N,2.114,2.0161204,2.114,2.5428686,2.114,2.031405,2.114,2.2109838,2.114,2.2889912,2.114,2.2262492
BORZIGDHVRFHKC-CUZNLIFISA-N,2.3,2.3583286,2.3,2.2550025,2.3,2.1592712,2.3,2.366497,2.3,2.3797662,2.3,2.4100885
YFOPZGRDVWTMBG-WXEUKPCGSA-N,2.661,2.6798675,2.661,2.5839906,2.661,2.5900373,2.661,2.579612,2.661,2.446128,2.661,2.4255521
MUFKFMKGZOIIPM-QQMJPZKZSA-N,2.834,2.9666162,2.834,2.8355358,2.834,3.0023062,2.834,2.9969244,2.834,2.7952302,2.834,2.8552206
ZKAWWRXSPBYKJU-PVMALULLSA-N,2.839,2.84764,2.839,2.7783008,2.839,2.9313722,2.839,2.7620375,2.839,2.80945,2.839,2.7022665
AGDOURRYPOLFOB-UWWQANQWSA-N,2.596,2.7350423,2.596,2.8471003,2.596,2.5907362,2.596,2.6740253,2.596,2.7071145,2.596,2.8558602
IDVLZPHXSVTSRM-XJFJGTKVSA-N,2.584,2.8952422,2.584,2.9123569,2.584,2.9802086,2.584,2.916429,2.584,2.5666614,2.584,2.8770535
UQFLYQFUQURNRX-CLHYIUPASA-N,2.343,2.2943747,2.343,2.2655587,2.343,2.2945397,2.343,2.2082152,2.343,2.2437944,2.343,2.2997277
QXYOBDOJVSIIAF-ZFQVFIPRSA-N,2.919,2.9299424,2.919,2.9191418,2.919,3.0298002,2.919,3.004233,2.919,2.89082,2.919,2.7916749
ZTGVKKFNZNTFMM-GTYSUSSSSA-N,2.597,2.541985,2.597,2.5242097,2.597,2.6137066,2.597,2.5438015,2.597,2.5774198,2.597,2.681829
VAZMBTWGAXNJTE-PWEAKAJVSA-N,2.484,2.7134242,2.484,2.7031991,2.484,2.5992582,2.484,2.5972493,2.484,2.7477224,2.484,2.780146
GWDCSLGDBZNKGO-SEHUXSJESA-N,2.902,3.0305166,2.902,2.9868884,2.902,2.9908187,2.902,3.018296,2.902,2.8249624,2.902,2.8236437
VUKSJPFPJBXEQW-NXEFEZKASA-N,2.455,2.5021398,2.455,2.201804,2.455,2.6009057,2.455,2.544273,2.455,2.5144749,2.455,2.6625113
TUAADHIDIFCLFT-ZBVBWOPYSA-N,2.685,2.6075501,2.685,2.4801462,2.685,2.6727166,2.685,2.5736,2.685,2.5615702,2.685,2.4659295
XYZDSDIQROAPAF-JGKJQCDESA-N,2.823,3.0172284,2.823,2.9299629,2.823,3.0347383,2.823,2.9434457,2.823,2.8911662,2.823,2.8733466
ZZDHAVSYQVKZRA-OHLKXVFMSA-N,2.906,2.9190676,2.906,2.9262435,2.906,2.989124,2.906,2.9197354,2.906,2.955643,2.906,2.8250246
FNDAMNNRVNUCND-GZOMZLSJSA-N,2.422,2.2784212,2.422,2.1037478,2.422,2.1613395,2.422,2.204627,2.422,2.2897227,2.422,2.2412477
IVAJEGWITLHINM-QBUPVRKPSA-N,2.668,3.2571042,2.668,3.1418862,2.668,3.1947668,2.668,2.9788542,2.668,3.107937,2.668,3.0444024
PFQQNWLDEIXXPO-VSDDCZHUSA-N,2.96,3.0826287,2.96,3.0011084,2.96,2.9434295,2.96,3.0435941,2.96,2.7500763,2.96,2.944373
CZIUUMFZTPNMEI-KQJZZRHUSA-N,2.516,2.4551306,2.516,2.5811584,2.516,2.1766634,2.516,2.384998,2.516,2.2736354,2.516,2.6703608
NWVHUYGYJQMDRF-XMEQCPBCSA-N,2.469,2.5376015,2.469,2.567695,2.469,2.4312196,2.469,2.2759874,2.469,2.5576572,2.469,2.4715402
JRDULWSEPKQLRB-OAZBTLTBSA-N,2.747,2.7226806,2.747,2.6843255,2.747,2.8300064,2.747,2.7401228,2.747,2.7800603,2.747,2.6969757
KEJGKPLOYSRUSL-UMDHDWCXSA-N,2.479,2.9341094,2.479,2.8249621,2.479,2.741405,2.479,2.9666586,2.479,3.054975,2.479,2.9029076
UQTMZNQYIDJQEW-QPIINADWSA-N,3.288,3.2687736,3.288,3.2463388,3.288,3.3585913,3.288,3.1808636,3.288,3.2448027,3.288,3.1277463
FQKQNHXLTJVHBH-RYXQRNCTSA-N,2.568,2.989575,2.568,2.9180517,2.568,2.8663914,2.568,2.8559072,2.568,2.7776425,2.568,2.9622593
OFIRMPLRNWBAEN-YSYOEVFLSA-N,2.787,2.7457967,2.787,2.7254043,2.787,2.585642,2.787,2.4705956,2.787,2.7386854,2.787,2.7771058
HBAQIMIWCVCNGA-TZHZQTOJSA-N,2.583,2.6862142,2.583,2.9437907,2.583,2.6586802,2.583,2.7438037,2.583,2.869695,2.583,2.882027
CNRPXTAVBZVOGP-KCLLREKZSA-N,2.998,2.955965,2.998,2.9397936,2.998,3.0444624,2.998,2.9381735,2.998,2.8921053,2.998,2.8904645
IUUAPHRWJZEKEL-DMFVTUSLSA-N,2.886,3.118755,2.886,3.0062215,2.886,3.1319554,2.886,3.1069252,2.886,2.8991692,2.886,2.8997567
DACPHWWZLRMRBA-DRBDFACASA-N,2.61,2.7498155,2.61,2.6931856,2.61,2.8124826,2.61,2.7522633,2.61,2.5091894,2.61,2.6036808
PMHTVFAVRMPEMX-FHNILMFKSA-N,2.97,2.7967925,2.97,2.6967232,2.97,2.904505,2.97,2.8809037,2.97,2.7940269,2.97,2.8507087
WXNMQLLNBASWSV-XECPHDEXSA-N,2.94,2.7469547,2.94,3.0095644,2.94,2.9359288,2.94,2.8713393,2.94,2.7825913,2.94,2.8953798
COWDEUJDZXQBAS-PTZDRTPLSA-N,1.266,0.93426216,1.266,2.286864,1.266,0.7765318,1.266,2.081198,1.266,1.984901,1.266,2.141226
GROUVODZEPZVQI-HWTLTKMPSA-N,3.101,3.1480434,3.101,3.1179335,3.101,3.1015303,3.101,3.0896378,3.101,3.1072783,3.101,3.0579274
HNSUMTGPYHJMAJ-SUUSDFOJSA-N,2.548,2.6736312,2.548,2.5027187,2.548,2.4160142,2.548,2.357225,2.548,2.5194356,2.548,2.6294532
XRJNNZLSEBKXGR-JSUGJUAMSA-N,2.384,2.6845324,2.384,2.609966,2.384,2.4955742,2.384,2.5921993,2.384,2.5985343,2.384,2.6089935
JNXGDCBWONGJOC-NTVWLKPPSA-N,2.337,2.542882,2.337,2.3782182,2.337,2.3719919,2.337,2.5957952,2.337,2.632394,2.337,2.7190504
CCLKFXRNDAASFA-DPDFABPGSA-N,2.226,2.403683,2.226,2.5804596,2.226,2.351351,2.226,2.3025975,2.226,2.5249438,2.226,2.6031632
HFHJUBHUXDZVEG-QKXGDPJISA-N,2.726,2.9532502,2.726,2.868056,2.726,3.001732,2.726,2.8346035,2.726,2.7338753,2.726,2.9185152
FNQINLOYEAGBAI-YFSHNDNZSA-N,2.512,2.5962698,2.512,2.4270787,2.512,2.545704,2.512,2.485758,2.512,2.6121874,2.512,2.6299922
PTIZRUUEAPSPKI-KEGTUQKMSA-N,2.226,2.2382274,2.226,2.316544,2.226,2.2240994,2.226,2.1133618,2.226,2.3941522,2.226,2.1616359
CFEHPIQYKZCLKC-UHIZKJEFSA-N,2.298,2.0034347,2.298,2.2655973,2.298,2.192422,2.298,2.09137,2.298,2.2462318,2.298,2.2500815
ZQWYFVKEHZZJKZ-AMXGCLIRSA-N,2.814,2.828804,2.814,2.787706,2.814,2.8648562,2.814,2.8506598,2.814,2.888482,2.814,2.7630172
KBNQBHMPCOIZGD-QDNVSBTCSA-N,2.346,2.1002104,2.346,2.2342656,2.346,2.200743,2.346,2.3506794,2.346,2.2642963,2.346,2.5193386
MEZQYQCOPKKSRM-OAHLVZFQSA-N,3.05,2.9618838,3.05,2.950177,3.05,2.8206654,3.05,2.9969096,3.05,2.8763695,3.05,2.943093
IOTOSVLEWSITMV-AMTKOBIJSA-N,3.049,2.7214832,3.049,2.8888288,3.049,2.7277434,3.049,2.7921789,3.049,2.8033447,3.049,3.0605528
RRNRSBMMZKNESF-NAHNBSQASA-N,2.997,3.0739095,2.997,3.047666,2.997,3.123882,2.997,3.0794537,2.997,3.1148748,2.997,2.9755058
KKRLTFHAMVXXBH-ZJTIYPDYSA-N,2.457,2.7689815,2.457,2.8623939,2.457,2.683922,2.457,2.7014039,2.457,2.5486698,2.457,2.67014
MLTHGABXUPQTCV-QNBAICRMSA-N,2.538,2.70659,2.538,2.6752064,2.538,2.4040067,2.538,2.505312,2.538,2.9639626,2.538,2.5853515
GSGSIUGGTRARFS-CHSRVYTFSA-N,2.423,2.496052,2.423,2.211712,2.423,2.1938012,2.423,2.3834937,2.423,2.3438392,2.423,2.412172
ZOSMNGYZQXPEGU-BBUXEPKYSA-N,2.679,2.964616,2.679,2.861143,2.679,2.6612246,2.679,2.9049733,2.679,2.8439424,2.679,2.973012
AEQCUNXLDNHHQD-MDCVPAOJSA-N,2.119,2.004332,2.119,2.0252466,2.119,1.9803478,2.119,1.9886937,2.119,2.1345625,2.119,2.0665135
YUZKPJUOIMUJEM-WFMMCYIWSA-N,2.564,2.8400078,2.564,2.6890576,2.564,2.6241074,2.564,2.554442,2.564,2.52257,2.564,2.6155748
XWEPBOHVZDVXRF-CAHBVUMWSA-N,2.824,2.9876614,2.824,2.9203765,2.824,2.948608,2.824,2.9202132,2.824,2.9327738,2.824,2.9023523
NSGJDFSHNVANFC-VTNICVIYSA-N,2.234,2.278,2.234,2.5202637,2.234,2.1780467,2.234,2.2895324,2.234,2.444793,2.234,2.3059278
HBMPXUCNHZOGFR-JGLVBCQLSA-N,2.879,2.9728591,2.879,2.9710255,2.879,3.033054,2.879,2.9425125,2.879,2.887544,2.879,2.8852196
VHIIGEURXHYVSU-ZZYFJEKCSA-N,2.218,1.7182044,2.218,1.7652818,2.218,2.0185378,2.218,1.9383273,2.218,2.0012238,2.218,1.5728832
LUIVBMXWUXXQQO-VWVJCKMWSA-N,2.933,3.1389837,2.933,2.8964512,2.933,2.904366,2.933,2.8642478,2.933,2.5582507,2.933,2.7464936
ZLHFKHBLWIJXCH-ZVJZDGECSA-N,2.44,2.2999241,2.44,2.4957056,2.44,2.196846,2.44,2.3805094,2.44,2.4127162,2.44,2.1144378
IORQWVFFWFWLOF-ZJPIGYMHSA-N,2.111,1.8663542,2.111,1.6792305,2.111,2.0157237,2.111,2.0416017,2.111,1.8942925,2.111,1.5883679
HTYGGEPPGCAOIZ-IERFSLTKSA-N,2.498,2.5564506,2.498,2.6084719,2.498,2.5851972,2.498,2.5650923,2.498,2.569875,2.498,2.427543
IXWKFZFIWMIGDJ-HZSWHGEGSA-N,2.974,2.9497337,2.974,3.0094202,2.974,2.991938,2.974,2.9818597,2.974,2.886539,2.974,2.8662033
NWBHVGBDVVBZEM-QITGWTRHSA-N,2.848,2.8809173,2.848,2.853303,2.848,3.0023148,2.848,2.8302379,2.848,2.7628222,2.848,2.7531395
NRAOBRVIJUQFHK-LUASTHDYSA-N,2.803,2.9945996,2.803,2.787662,2.803,2.9209077,2.803,2.6888943,2.803,2.7428796,2.803,2.8214073
PHDUSJIIDYLNMC-MJXLXAJKSA-N,2.644,3.108911,2.644,2.8892515,2.644,2.561976,2.644,2.7011888,2.644,2.9650323,2.644,2.8406892
ZDQCUTGLFKJJFE-SEAWODQXSA-N,3.105,2.8077297,3.105,3.1334083,3.105,2.7853653,3.105,2.982418,3.105,2.86091,3.105,3.1475134
DHDZNSAXAOFQPC-WUWMGIGGSA-N,2.266,2.3115392,2.266,2.4787962,2.266,2.2267208,2.266,2.29638,2.266,2.2707639,2.266,2.230726
XFGTXSPVJFINJK-AZNWHULUSA-N,3.029,3.0447598,3.029,3.1226494,3.029,3.014431,3.029,3.0404174,3.029,2.8396153,3.029,2.8360965
OCPWERRHGRFARB-PUHLOBNQSA-N,2.605,2.793608,2.605,2.7736268,2.605,2.7095575,2.605,2.7907057,2.605,2.8559792,2.605,2.866021
CWFDQVDIVXTVEZ-OAQMXIGCSA-N,2.619,3.278123,2.619,3.0729816,2.619,2.8277817,2.619,2.8227649,2.619,2.9698308,2.619,3.126071
LUDXIKZPNDMTNS-SEAWODQXSA-N,2.466,2.4262733,2.466,2.534401,2.466,2.2446294,2.466,2.4704454,2.466,2.4974508,2.466,2.6204305
KZAICFJVPNGXLT-LZQNREAYSA-N,3.426,3.3512151,3.426,3.3581197,3.426,3.2950687,3.426,3.2396848,3.426,3.1347113,3.426,3.2003987
ZMHBWPVNPBGFOV-ODNPBWNPSA-N,2.793,2.7387488,2.793,2.7614756,2.793,2.5604725,2.793,2.5975032,2.793,2.7621071,2.793,2.805541
HWRODOJPAICJOR-JSDNDDBKSA-N,2.504,2.6721673,2.504,2.596385,2.504,2.622753,2.504,2.5983443,2.504,2.6386988,2.504,2.7605324
WLERSUAOQRPJAR-IIOKATIXSA-N,2.729,2.9282265,2.729,3.0532365,2.729,2.8226051,2.729,2.9190712,2.729,2.7866414,2.729,2.711489
YKJIQFTVWREEPJ-NTMROZOHSA-N,2.355,2.12874,2.355,2.1751478,2.355,2.0808601,2.355,2.2552629,2.355,2.0121245,2.355,2.1616352
DUJHSWKKOKEZMT-WDFITRLXSA-N,3.004,2.9064949,3.004,2.78259,3.004,3.0461285,3.004,2.898757,3.004,2.7030072,3.004,2.9778068
AGHUGBHWNPEDFP-OAVJRIRXSA-N,2.715,2.9827013,2.715,2.9078941,2.715,2.871345,2.715,2.8322358,2.715,2.7656922,2.715,2.844025
CQKHQRATJJQQQR-XNTSMETOSA-N,2.48,2.508785,2.48,2.3381999,2.48,2.424973,2.48,2.42324,2.48,2.5289037,2.48,2.4212623
HBFQZYDDXPFYOX-QQNHABCKSA-N,2.595,2.6219325,2.595,2.6003366,2.595,2.3953924,2.595,2.425841,2.595,2.6159043,2.595,2.6121337
HVDLHGFPPOOLHY-ZUZNEXPYSA-N,3.177,3.178234,3.177,3.045138,3.177,3.03999,3.177,3.0660813,3.177,2.991996,3.177,3.0257306
UKCVBJGYEGLRQS-NJGMROAVSA-N,2.945,3.1290443,2.945,3.0319412,2.945,3.0933168,2.945,3.101922,2.945,3.049154,2.945,3.012586
AJVWQOFDZHTLLC-PMNVOCJDSA-N,2.261,1.9553189,2.261,2.421435,2.261,2.270543,2.261,2.2538674,2.261,2.501624,2.261,2.4508176
BTTFAWHPMRQBJE-GVEJRPSDSA-N,2.925,3.2016907,2.925,3.224971,2.925,3.169001,2.925,3.0733635,2.925,3.2050438,2.925,2.957114
SLCAVLXZXSVSIC-JBZNKQRISA-N,2.889,2.3803554,2.889,2.6668386,2.889,2.8123536,2.889,2.64197,2.889,2.4844344,2.889,2.7381504
PBHIVSRDRJHWIN-MNDYBZJGSA-N,2.696,3.066999,2.696,3.0594034,2.696,2.5884366,2.696,2.8963356,2.696,2.6617227,2.696,2.7954843
UEXYIIYPBZFGDG-HAMQVJAPSA-N,2.617,2.6008606,2.617,2.5242422,2.617,2.848592,2.617,2.7087579,2.617,2.8583517,2.617,2.7287984
CIWKYQGLMWUOFV-SAYDICACSA-N,2.074,2.1497736,2.074,2.134915,2.074,2.1387107,2.074,2.146292,2.074,2.2430334,2.074,2.0779276
JELKFYOLTGPKQA-QRQIAZFYSA-N,2.639,2.7388415,2.639,2.83265,2.639,2.6247644,2.639,2.6889527,2.639,2.916168,2.639,2.888623
ABICUOUVIXRFDT-DLUHTUDBSA-N,2.928,2.3448098,2.928,2.6323202,2.928,2.4827695,2.928,2.7679799,2.928,2.5758913,2.928,2.6242058
WZUJKFANCGXJNJ-VSVMEZQCSA-N,2.984,3.0582924,2.984,2.9757102,2.984,3.0502036,2.984,2.9565036,2.984,2.9637387,2.984,3.1192222
AALTZUJIBCSBQR-FLUGSPPDSA-N,2.662,2.9721565,2.662,2.8968291,2.662,3.0033958,2.662,2.8584702,2.662,2.760824,2.662,2.8337438
WUOQKRBFEMBZPT-SYNBCRAJSA-N,2.358,2.1710382,2.358,2.4474277,2.358,2.2602553,2.358,2.2746248,2.358,2.5848465,2.358,2.3296163
MRBPPLDMNGPHBB-VVBBIQDTSA-N,3.146,3.0840952,3.146,2.7781336,3.146,3.1062613,3.146,2.9856095,3.146,2.8686757,3.146,2.8064256
YUCXNXUBLDXWBD-KULFSUQXSA-N,2.876,2.851194,2.876,2.778814,2.876,2.9266021,2.876,2.8684192,2.876,2.6276982,2.876,2.8556724
SBSCTMXXMFKUOD-KOKCXWAISA-N,2.417,2.331488,2.417,2.3651896,2.417,2.303937,2.417,2.3219461,2.417,2.2831702,2.417,2.2732782
XIDUCNLFJFLUPS-KYVOTQRUSA-N,2.086,2.0799212,2.086,2.231146,2.086,2.1338642,2.086,2.1550884,2.086,2.2474136,2.086,2.1273265
ZBPHEQIYQPPNLK-IQNOUKSVSA-N,2.678,2.765308,2.678,2.7937448,2.678,2.6465192,2.678,2.8229592,2.678,2.5364847,2.678,2.7783158
ZFVIBDYYBBAKMV-RMYZBZNXSA-N,2.996,2.7712255,2.996,3.0596251,2.996,2.898159,2.996,2.9189599,2.996,3.0306132,2.996,3.0659285
UODCDSGLURWKNH-QRLVSDGUSA-N,2.656,2.9144442,2.656,3.0220249,2.656,3.0436068,2.656,2.927367,2.656,3.1452818,2.656,2.998192
CVPNUZPLKZHMCW-MNQNVOJESA-N,3.168,3.1543868,3.168,3.0205858,3.168,3.145824,3.168,3.1446486,3.168,2.9634068,3.168,3.1056614
ZRWCCQCRLZEVKL-GHBXWBHVSA-N,2.712,2.8158126,2.712,3.0112455,2.712,3.090384,2.712,2.903325,2.712,2.99289,2.712,2.8355718
VWERTRGARAUHNI-CRTGCQNKSA-N,2.28,2.0803025,2.28,2.310898,2.28,2.2652717,2.28,2.2461894,2.28,1.9677622,2.28,1.9197525
VSCFWBPYOJPKRC-ZBIWZBSJSA-N,2.633,2.5391355,2.633,2.6292405,2.633,2.6505337,2.633,2.613634,2.633,2.625329,2.633,2.7599905
OLTTWWDTYZBKHW-WJWPHBLNSA-N,2.228,1.6908238,2.228,1.904799,2.228,2.0732913,2.228,1.6869673,2.228,1.8344268,2.228,2.1776373
GHNHFKZXDNNFIA-IGICLMENSA-N,2.629,2.3628738,2.629,2.6675193,2.629,2.5623713,2.629,2.3867419,2.629,2.5868595,2.629,2.6405125
VAPGFRIKBQDOIT-AXXCLEKBSA-N,2.921,3.2058153,2.921,3.1949735,2.921,3.2768629,2.921,3.240823,2.921,3.0363722,2.921,3.0142608
MOACXQBFIBNHDR-ZKJYDXSVSA-N,1.937,2.3817394,1.937,2.116461,1.937,1.9742707,1.937,2.1449118,1.937,2.4389825,1.937,2.428256
OTPWUOWCUBPNAS-YAHFTTOKSA-N,2.951,3.13596,2.951,2.941821,2.951,3.0761886,2.951,2.987585,2.951,2.974574,2.951,2.9672472
PBLXSYPIGHICAW-CFQIILMRSA-N,2.54,2.732548,2.54,2.7158055,2.54,2.7580757,2.54,2.8621628,2.54,2.881589,2.54,2.8246238
WVWQPHZMQAJOMI-MZEXYUSUSA-N,2.774,3.0241258,2.774,2.974618,2.774,2.9397085,2.774,2.806651,2.774,2.6471248,2.774,2.8100307
WZNFAXGWGASCTA-CTOKEZHFSA-N,2.777,2.736663,2.777,2.6949596,2.777,2.705504,2.777,2.663332,2.777,2.4549642,2.777,2.5336614
ADUXFUYKAFOVIQ-PAZNOCNKSA-N,2.321,2.2783422,2.321,2.298067,2.321,2.2199802,2.321,2.3011384,2.321,2.3477046,2.321,2.097726
JGYGHUUCFPQYGG-FUSQCXFXSA-N,3.166,3.0210807,3.166,3.1033492,3.166,3.0153146,3.166,2.9413154,3.166,2.8539815,3.166,3.2727025
PGJBHMXOURDOSS-UPSFDLJSSA-N,2.281,2.169831,2.281,2.0078413,2.281,2.3336058,2.281,1.923231,2.281,2.2665324,2.281,1.9843222
LHHICGPPHJJKDM-WBIBEUCMSA-N,2.562,2.5727403,2.562,2.6733208,2.562,2.447085,2.562,2.548503,2.562,2.715462,2.562,2.6103554
ZDKPRATZIQOEHQ-BXVAPQLOSA-N,2.163,2.3874702,2.163,2.5770328,2.163,2.1416132,2.163,2.3073812,2.163,2.6123002,2.163,2.5521514
ZUEBRVJVHUSZIC-GTHQUBRQSA-N,3.107,2.8843846,3.107,2.656911,3.107,3.0120034,3.107,3.0563238,3.107,2.9730012,3.107,3.0309398
