,SchNet_true_ES1,SchNet_pred_ES1,PaiNN_true_ES1,PaiNN_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
BMPIGBXEPVNXMH-UHFFFAOYSA-N,2.734,2.7094867,2.734,2.707546,2.734,2.7445056,2.734,2.7227898,2.734,2.623796,2.734,2.856517
DCZFMBKTHYVFLH-MNNBMNRUSA-N,2.708,2.8982499,2.708,2.6716156,2.708,2.7181065,2.708,2.849702,2.708,2.9868553,2.708,2.8411353
CENAKQWEJNXENI-UHFFFAOYSA-N,3.342,3.256181,3.342,3.3176277,3.342,3.339571,3.342,3.3285258,3.342,3.2843523,3.342,3.2403083
SJPIUOQFOFBLSE-UHFFFAOYSA-N,3.188,3.174717,3.188,3.2934618,3.188,3.2696304,3.188,3.3394096,3.188,2.9140751,3.188,2.8948574
RLEPUZPEFGMTLN-IWIZUXLOSA-N,2.81,2.3823056,2.81,2.786942,2.81,2.6968024,2.81,2.689759,2.81,2.7960048,2.81,2.779371
UTZYUMYMOKYWPP-LZZMHXEGSA-N,2.4,2.4734998,2.4,2.565436,2.4,2.4124002,2.4,2.4038324,2.4,2.4122252,2.4,2.5486448
GOKBFYHBLXQWIR-UHFFFAOYSA-N,3.016,2.730333,3.016,2.9615905,3.016,3.0656986,3.016,3.0233424,3.016,2.8732262,3.016,2.7926643
SIIBPKIJUDNCMP-YRJKAGBCSA-N,2.88,2.8205302,2.88,2.9338121,2.88,2.9479892,2.88,2.9531643,2.88,2.925559,2.88,3.0139022
ATMXJWJEDOYDLO-UHFFFAOYSA-N,2.716,2.6153252,2.716,2.730238,2.716,2.729251,2.716,2.7955968,2.716,2.8669386,2.716,2.7040195
LRTLWOLYGMEVSO-LVBZMSFASA-N,2.449,2.4606755,2.449,2.5518591,2.449,2.564068,2.449,2.6768894,2.449,2.641886,2.449,2.5853155
ZKYSADRGXUKKFD-OLZFPDKCSA-N,2.813,2.6636224,2.813,2.640597,2.813,2.7510326,2.813,2.644204,2.813,2.9151602,2.813,2.702651
AQVCUHMJUAAXCL-UHFFFAOYSA-N,3.328,3.0316355,3.328,3.3387618,3.328,3.343597,3.328,3.2303452,3.328,3.070434,3.328,2.9943433
HQPXKVAWVXIDKA-CIEWLVHQSA-N,2.422,2.6246412,2.422,2.7147908,2.422,2.57674,2.422,2.7179086,2.422,2.6498895,2.422,2.7647297
STPBCWCHSQPGOC-PBDNZCSDSA-N,2.686,2.4538944,2.686,2.4432034,2.686,2.6105695,2.686,2.564919,2.686,2.6279285,2.686,2.5185812
WSEFVULAKQSPST-IMZRBMHKSA-N,2.863,2.9703903,2.863,3.0602992,2.863,2.925345,2.863,3.052607,2.863,3.1682432,2.863,3.1112094
WNHUUHRZSRCIAQ-CUTGMMHNSA-N,2.284,1.9855223,2.284,2.129066,2.284,2.1519365,2.284,2.1992211,2.284,2.2246966,2.284,2.0702894
MYWAJENPXNUQRC-UHFFFAOYSA-N,2.688,2.7199106,2.688,2.585031,2.688,2.7665782,2.688,2.7863054,2.688,2.586168,2.688,2.6139605
VQXNBPHBWVQUKY-LIUBWCDJSA-N,2.172,2.3107686,2.172,2.2693422,2.172,2.273982,2.172,2.2644904,2.172,2.1652398,2.172,2.3796942
PCUWAMISOBSNRX-UHFFFAOYSA-N,3.111,2.904833,3.111,3.0382824,3.111,3.1774857,3.111,3.0804496,3.111,3.031663,3.111,3.013959
CBNCWLFHIGNDFQ-UHFFFAOYSA-N,3.033,2.8433788,3.033,3.067417,3.033,3.1243763,3.033,3.0422912,3.033,2.9899702,3.033,2.9354868
VRPDISRKHBZGLN-UHFFFAOYSA-N,2.582,2.460316,2.582,2.6625803,2.582,2.5807621,2.582,2.6290994,2.582,2.6299996,2.582,2.686281
RVFWDLSMUOMSBH-UHFFFAOYSA-N,2.777,2.5024207,2.777,2.8969107,2.777,2.7117455,2.777,2.6558132,2.777,2.8258567,2.777,2.7169514
XBKZJPOQTJTCAZ-BPJZTRMFSA-N,2.737,2.8002496,2.737,2.651443,2.737,2.6863177,2.737,2.8629644,2.737,2.9023192,2.737,2.7801697
ZOGHJRGGNGMRCT-UHFFFAOYSA-N,2.647,2.4740443,2.647,2.6973794,2.647,2.65819,2.647,2.675694,2.647,2.6400492,2.647,2.6350448
KZNUQLJFPAIHCH-UMENBQLQSA-N,3.016,2.947155,3.016,3.122454,3.016,3.1827755,3.016,3.1721401,3.016,3.0313342,3.016,2.9264238
VDYAPCJSRPUQRP-NJNWQDHISA-N,3.001,2.9751,3.001,3.1094937,3.001,3.260052,3.001,3.1094916,3.001,2.9473367,3.001,2.9281394
XDXHFHFUHZBCPZ-GISLYLACSA-N,3.212,2.9142265,3.212,3.1477406,3.212,2.9396527,3.212,2.8299556,3.212,2.9047377,3.212,2.8637915
BTOAVNYRVXSCRF-KVLYFZCPSA-N,2.9,2.9206266,2.9,3.0041025,2.9,2.9446878,2.9,3.0395317,2.9,2.971172,2.9,2.9625154
KIWDZBIZVIDCSM-NLLMJKPOSA-N,2.532,2.617259,2.532,2.5117574,2.532,2.6996439,2.532,2.5340009,2.532,2.546146,2.532,2.5932195
OWYUMGKMZKTHRK-LIUBWCDJSA-N,2.129,2.3408906,2.129,2.3416104,2.129,2.2480676,2.129,2.2132578,2.129,2.405424,2.129,2.4596527
VHRJHCDYKRIRIK-TVMORXBRSA-N,2.907,2.4168358,2.907,2.8411057,2.907,2.7088459,2.907,2.8282855,2.907,2.6887603,2.907,2.6691194
KORJPCGZQIAESY-UHFFFAOYSA-N,2.978,2.4580326,2.978,2.9344397,2.978,2.8242211,2.978,2.997126,2.978,2.9496598,2.978,2.7470684
ZOHHUORGZIVDHS-UHFFFAOYSA-N,2.577,2.1753185,2.577,2.7957869,2.577,2.5437665,2.577,2.2430117,2.577,2.9544656,2.577,2.3709831
IVUBALMGCFKCRX-UHFFFAOYSA-N,3.306,3.1713228,3.306,3.2503698,3.306,3.308776,3.306,3.4312594,3.306,3.2472727,3.306,3.066691
FJZREGZWCKZCCI-DDUZPZQUSA-N,2.562,2.4857848,2.562,2.7765977,2.562,2.6109574,2.562,2.61877,2.562,2.5078657,2.562,2.6296372
BLTWCHBGHKWSFS-DEYQJDKRSA-N,2.828,3.0137115,2.828,3.0749373,2.828,2.9949605,2.828,2.9674578,2.828,3.2059753,2.828,3.2060955
YGOHSXPVQGVQMT-HKSAUEMDSA-N,2.84,2.841861,2.84,3.0515554,2.84,2.847459,2.84,2.7485375,2.84,2.8740635,2.84,2.981366
SMUKWITTYVCOAP-UHFFFAOYSA-N,2.622,2.6322691,2.622,2.8472316,2.622,2.7583373,2.622,2.8349442,2.622,2.8752382,2.622,2.8220081
ISVLJZFDZKTHQN-VDDBMWIQSA-N,2.619,2.5656087,2.619,2.5725515,2.619,2.6531658,2.619,2.5993366,2.619,2.6898804,2.619,2.742401
GRNTXQKFGYNJGJ-UHIZKJEFSA-N,2.098,2.1512127,2.098,2.2289166,2.098,2.126771,2.098,2.1642935,2.098,2.1490657,2.098,2.048042
CZIROVFYHJHUGF-UHFFFAOYSA-N,3.381,3.322672,3.381,3.5203817,3.381,3.4320443,3.381,3.4753134,3.381,3.3315895,3.381,3.4413705
SIZPQOXFEYMJHS-IBCMQJPXSA-N,3.238,2.8705778,3.238,2.9681551,3.238,3.4840424,3.238,3.0353317,3.238,2.9345133,3.238,2.7772253
QODAUPKRMDQNEV-JXTSZTKNSA-N,2.861,2.676377,2.861,2.9189231,2.861,2.8826964,2.861,2.8013024,2.861,2.9731383,2.861,2.971552
PUVAHQNQXOWTPN-UHFFFAOYSA-N,2.601,2.4843357,2.601,2.578846,2.601,2.5862043,2.601,2.735833,2.601,2.6471524,2.601,2.8329897
SJYODAGSFOTMRU-UHFFFAOYSA-N,2.138,1.982805,2.138,1.7209479,2.138,2.1861079,2.138,2.1682246,2.138,2.0924249,2.138,2.2076578
KDKTXIOBCFRTEM-UHFFFAOYSA-N,2.566,2.4228187,2.566,2.4812593,2.566,2.584082,2.566,2.5216563,2.566,2.6589172,2.566,2.5417473
BEAOGZZTXGPVIU-GTQQSVPYSA-N,2.859,2.861267,2.859,3.0683959,2.859,2.8263018,2.859,2.993915,2.859,3.1565022,2.859,2.9571357
YYXPWUOMCPMTDX-UHFFFAOYSA-N,3.005,2.9442925,3.005,3.2439597,3.005,3.0042121,3.005,3.0583563,3.005,3.3451388,3.005,2.9816139
XRRQXJPHIFLLRD-HHVXFKTKSA-N,2.858,2.8252172,2.858,2.8603399,2.858,2.823366,2.858,3.002576,2.858,2.8638034,2.858,2.892981
BHAVUAXFMRIHJT-UHFFFAOYSA-N,3.289,3.1241057,3.289,3.123219,3.289,3.297357,3.289,3.3980632,3.289,3.0835373,3.289,3.0162382
COTZLNVZVWBCFV-XCUJCJPESA-N,2.847,2.7170067,2.847,2.7984054,2.847,2.8207588,2.847,2.8015075,2.847,2.8576415,2.847,2.783339
ANKQTHBKPYGNSB-QILCKVHPSA-N,2.872,2.4407995,2.872,2.5945556,2.872,2.5081508,2.872,2.5616763,2.872,2.5041275,2.872,2.4136977
DNFCUZJDXVFBHF-UHFFFAOYSA-N,2.011,2.0704646,2.011,1.9706779,2.011,2.0958138,2.011,2.1990795,2.011,2.2504945,2.011,2.2228196
USAZMZUGCNELJZ-FRLBGJRYSA-N,2.89,2.3436296,2.89,2.961262,2.89,2.8439403,2.89,2.8908033,2.89,3.007135,2.89,2.7854934
VACAFZLKOMBSKY-UHFFFAOYSA-N,2.237,2.2297456,2.237,2.1405625,2.237,2.098969,2.237,2.3748388,2.237,2.1390676,2.237,2.172089
AFCJMNOMMSAQHN-UHFFFAOYSA-N,2.624,2.5696316,2.624,2.5238245,2.624,2.6466,2.624,2.5642085,2.624,2.6195283,2.624,2.50418
ICWCPGURALRECN-KVLYFZCPSA-N,2.635,2.6170056,2.635,2.640574,2.635,2.7089567,2.635,2.6786928,2.635,2.6702857,2.635,2.5463169
IAYKLGFIZOGFAH-CXVMZADYSA-N,3.04,2.953589,3.04,3.0273168,3.04,3.0648293,3.04,3.0231674,3.04,2.977118,3.04,3.0123212
BVFOQQYXHNBCQF-YBPZEPATSA-N,2.685,2.7209966,2.685,2.8462203,2.685,3.2938287,2.685,2.7854307,2.685,2.9102378,2.685,2.6615756
YKUALPIVQRGLGM-HFGNAYAMSA-N,2.626,2.5211678,2.626,2.6380203,2.626,2.595002,2.626,2.7084782,2.626,2.6804643,2.626,2.6918833
ITNRVQBIFMTGAO-UHFFFAOYSA-N,3.033,2.8140154,3.033,2.9377685,3.033,2.9218407,3.033,3.0638354,3.033,2.9933195,3.033,2.9408598
LQYFVKLLQBDRRY-UHFFFAOYSA-N,3.306,3.0516944,3.306,3.3522732,3.306,3.3888612,3.306,3.524887,3.306,3.1862495,3.306,3.0961578
PVFQRKWWQGPRPK-LGEFEQKBSA-N,2.046,1.8380005,2.046,2.1550353,2.046,2.102799,2.046,2.0488298,2.046,2.1502779,2.046,2.2649016
MAGZPSYPWRUWMK-UHFFFAOYSA-N,2.941,2.8953025,2.941,3.0270126,2.941,2.921155,2.941,2.9849243,2.941,2.833705,2.941,2.9363303
BFYXBRWLNSSNDZ-UHFFFAOYSA-N,2.774,2.836902,2.774,2.8722656,2.774,2.9260023,2.774,2.8663914,2.774,2.8825152,2.774,2.7057946
XCMKIRKOLLQKKP-VRQRLKGQSA-N,3.044,2.6623073,3.044,3.1311853,3.044,2.8863328,3.044,2.9526968,3.044,3.234343,3.044,3.103259
AQKVAOATBYTBPO-UHFFFAOYSA-N,2.313,2.3420649,2.313,2.5578053,2.313,2.4045115,2.313,2.0172358,2.313,2.4505982,2.313,2.6263227
WBHDMTOQSJNTRQ-QFDIZHHMSA-N,2.866,2.727194,2.866,2.8519387,2.866,2.8583567,2.866,2.8432882,2.866,3.0082471,2.866,2.8596127
SPDVVLFQTSUCEZ-QGODILGESA-N,2.583,2.5286524,2.583,2.4649363,2.583,2.6055777,2.583,2.594269,2.583,2.5304844,2.583,2.443002
QIYAJFZSAUOMBK-GKNFWFERSA-N,2.723,2.6252177,2.723,2.795018,2.723,3.084927,2.723,2.8592114,2.723,2.8003871,2.723,2.8637326
UNMHHEAPBZKMCQ-UHFFFAOYSA-N,2.675,2.549483,2.675,2.6811466,2.675,2.6218219,2.675,2.768393,2.675,2.6547773,2.675,2.7557693
MVMROPRJFVEQHY-PONZDJLKSA-N,2.846,2.989482,2.846,3.0103042,2.846,2.9737763,2.846,2.92243,2.846,3.0737424,2.846,3.162296
UNTMROJSEJEDOM-UHFFFAOYSA-N,2.226,2.3489652,2.226,2.6551917,2.226,2.5367837,2.226,2.582258,2.226,2.573374,2.226,2.5848732
FZKBXZDTJIANQZ-RPFMPTOJSA-N,2.399,2.5069358,2.399,2.5910172,2.399,2.4882724,2.399,2.5516508,2.399,2.4837086,2.399,2.6535115
YZSNDBHACOVJTJ-UHFFFAOYSA-N,2.294,2.6358752,2.294,2.5262504,2.294,2.6065652,2.294,2.562493,2.294,2.5496843,2.294,2.4906394
CWDQRWHHRDADPI-CMROBGHRSA-N,2.926,2.780657,2.926,2.5983498,2.926,2.8909552,2.926,2.7237659,2.926,2.7739544,2.926,2.8739848
PNEHYEGFJFLHAA-UHFFFAOYSA-N,3.269,2.9368525,3.269,2.9465058,3.269,3.2280753,3.269,3.1888647,3.269,2.989545,3.269,3.0553572
FUQGJXGWXBNJSM-HZQMBONKSA-N,2.182,2.172284,2.182,2.1256495,2.182,2.2949607,2.182,2.3100703,2.182,2.2944381,2.182,2.2147307
IGDITHLDNGVBPI-UHFFFAOYSA-N,2.158,2.1759195,2.158,2.1230245,2.158,2.08796,2.158,2.209106,2.158,2.0949738,2.158,2.2377007
KCXYTCDVBHBVKA-UHFFFAOYSA-N,2.548,2.3485582,2.548,2.6352766,2.548,2.5720603,2.548,2.7159176,2.548,2.674402,2.548,2.7150743
YVNPWSUYQDMPHF-UHFFFAOYSA-N,2.375,2.325766,2.375,2.327449,2.375,2.1523483,2.375,2.356702,2.375,2.4042668,2.375,2.5104196
ISTHLBRATOGQKU-WYNNWZFHSA-N,2.546,2.4133677,2.546,2.5061345,2.546,2.4772048,2.546,2.583452,2.546,2.633396,2.546,2.5406008
GGZMUCMNPCZYNO-UHFFFAOYSA-N,2.546,2.4662693,2.546,2.3380501,2.546,2.1996582,2.546,2.3853285,2.546,2.5185585,2.546,2.5759282
DPGNGHZLURNTQF-UHFFFAOYSA-N,3.371,3.294665,3.371,3.1747308,3.371,3.4344707,3.371,3.4616497,3.371,3.277374,3.371,3.1800733
MFYHRBYDTZDHPO-LGEFEQKBSA-N,2.491,2.4463196,2.491,2.5716546,2.491,2.6209548,2.491,2.6634173,2.491,2.6153018,2.491,2.6200254
FUYZVKJHIIIVMM-UHFFFAOYSA-N,2.973,2.728224,2.973,2.9465418,2.973,2.9022586,2.973,2.9703033,2.973,3.1666858,2.973,2.9206266
NDKKHDPOAKPQCR-UHFFFAOYSA-N,2.795,2.7530072,2.795,2.766665,2.795,2.8048413,2.795,2.7363217,2.795,2.8741503,2.795,2.7614615
BCHGCAAUPNIJIG-UHFFFAOYSA-N,2.056,2.18283,2.056,1.895348,2.056,2.155142,2.056,2.284987,2.056,1.9253118,2.056,1.8758008
VQKPUIFXUUHCNF-UHFFFAOYSA-N,2.353,2.3849957,2.353,2.1875677,2.353,2.1915405,2.353,2.441364,2.353,2.6999176,2.353,2.392794
FYHYLUFGFSAMCS-UHFFFAOYSA-N,3.266,2.7963758,3.266,3.2174208,3.266,3.2278423,3.266,3.1725726,3.266,3.0489025,3.266,3.0191703
SCMKMASGKVEOHE-SVEABTPTSA-N,2.974,2.8547037,2.974,2.868224,2.974,3.2899466,2.974,2.9518533,2.974,2.795178,2.974,2.8271182
WKQZQPAXXLXMQE-HQDYHJHZSA-N,3.168,2.8498592,3.168,3.0402935,3.168,3.2520492,3.168,3.2667484,3.168,3.0241826,3.168,2.7925591
XLHVOOYSMCPKHN-VKUORCLKSA-N,2.364,2.4227545,2.364,2.4215627,2.364,2.3315406,2.364,2.3469505,2.364,2.537721,2.364,2.4578059
BFXRFIOAGTYEFN-NIEDSSJESA-N,2.223,2.2208357,2.223,2.0511265,2.223,2.12675,2.223,1.969871,2.223,2.142999,2.223,2.27726
AWSNMPDZKBGEIP-UHFFFAOYSA-N,2.41,2.4330602,2.41,2.4982564,2.41,2.4619675,2.41,2.520522,2.41,2.4980283,2.41,2.4102936
XQVRNLPYUUJPST-KHGQOBKHSA-N,2.228,2.4238064,2.228,2.6038678,2.228,2.4729896,2.228,2.6321049,2.228,2.5658107,2.228,2.489362
KTCWHJOMZRQDKC-UHFFFAOYSA-N,3.364,3.271416,3.364,3.566684,3.364,3.5296466,3.364,3.6753714,3.364,3.418295,3.364,3.1122997
DFUUIPGQQVEEKU-QHEYKLQBSA-N,2.24,2.3914661,2.24,2.3799531,2.24,2.4812195,2.24,2.324349,2.24,2.0168333,2.24,2.500057
BVIBDWZHCJVIJD-UHFFFAOYSA-N,2.469,2.6222532,2.469,2.7014594,2.469,2.612651,2.469,2.645388,2.469,2.6387992,2.469,2.6868136
PITHRLZITKOTEQ-FNSAWIKJSA-N,2.513,2.4560556,2.513,2.5257394,2.513,2.4617808,2.513,2.4222562,2.513,2.5351877,2.513,2.6396542
CWOFNOLUSKNMOO-UHFFFAOYSA-N,2.206,2.4619167,2.206,2.5410542,2.206,2.5409384,2.206,2.6174242,2.206,2.6019893,2.206,2.5768657
XOAHQFUWHMXYQG-OWJVGSFTSA-N,2.756,2.61361,2.756,2.7730634,2.756,2.69987,2.756,2.8231735,2.756,2.7002378,2.756,2.805579
IIWTUZKOCHCIQN-UHFFFAOYSA-N,2.842,2.6802938,2.842,2.9314704,2.842,2.6826456,2.842,2.899815,2.842,2.8623893,2.842,2.874184
AZMBZLHUNGNPRV-UHFFFAOYSA-N,2.747,2.9203818,2.747,2.883428,2.747,2.899458,2.747,3.0500164,2.747,3.261695,2.747,3.1066785
VCDJTUNQXHDMJR-UHFFFAOYSA-N,2.813,2.7286797,2.813,2.9008627,2.813,2.5465803,2.813,2.8383393,2.813,2.8300655,2.813,2.7735772
JHIXWLXSFDMXPR-UHFFFAOYSA-N,2.095,2.1427252,2.095,1.6081753,2.095,2.070483,2.095,1.8067479,2.095,1.8089296,2.095,1.9590051
FKBDZUSAAQJHQQ-WROMKANLSA-N,2.916,2.6925936,2.916,3.0567045,2.916,2.8266003,2.916,2.8700147,2.916,2.9632297,2.916,2.947093
BNSCMBOCLBTRQU-UHFFFAOYSA-N,2.168,2.310253,2.168,2.0062711,2.168,2.2202704,2.168,2.3683584,2.168,2.2121303,2.168,2.326277
UJUTWYIKVUSVJJ-DQGTYSGISA-N,2.882,2.9123366,2.882,2.9009054,2.882,2.855451,2.882,3.0103862,2.882,3.0875845,2.882,3.0200944
OXDHGQPGBSXPCZ-BGMILDDJSA-N,2.148,2.2110052,2.148,2.1064155,2.148,2.1432035,2.148,2.2456512,2.148,2.3374658,2.148,2.238758
GMJJBSADQUOXNY-AQAGRAQRSA-N,2.063,2.2442768,2.063,2.3206549,2.063,2.3965888,2.063,2.250857,2.063,2.4023783,2.063,2.125176
NZWJZIIPFVWAPT-UHFFFAOYSA-N,2.709,2.7923994,2.709,2.7432141,2.709,2.6964405,2.709,2.831403,2.709,2.744849,2.709,2.720074
ASJPYYCXNNALLJ-UHFFFAOYSA-N,2.022,1.7723382,2.022,1.8928257,2.022,2.070312,2.022,2.1084323,2.022,2.015619,2.022,2.0971391
MFJXKPFILSJFKF-UHFFFAOYSA-N,2.487,2.4470048,2.487,2.4771745,2.487,2.3257282,2.487,2.4892404,2.487,2.5592012,2.487,2.582033
DNVHAJPOBUXFEE-KVLYFZCPSA-N,2.924,2.7636647,2.924,3.0087266,2.924,3.1467247,2.924,3.025683,2.924,3.0579827,2.924,2.9517293
URXLENCRQLADGB-CHVBVBDWSA-N,3.007,2.8665323,3.007,2.9260695,3.007,3.2697368,3.007,3.0868766,3.007,2.912846,3.007,2.8977182
VHSRRHZJPBWUHR-IBCMQJPXSA-N,2.92,2.6713355,2.92,2.991483,2.92,2.9328809,2.92,2.9298544,2.92,3.0464566,2.92,2.8023944
DSWNHVANAUNYLW-UHFFFAOYSA-N,2.912,2.4420877,2.912,3.0203826,2.912,2.8495939,2.912,2.8930047,2.912,3.0537024,2.912,2.6765409
KTLRABZCKSDXQE-UHFFFAOYSA-N,3.299,3.0755212,3.299,3.244306,3.299,3.3088853,3.299,3.3797889,3.299,3.217546,3.299,3.0919976
PRPXZBGPPHXPFG-YEUUDHEPSA-N,3.132,3.0533233,3.132,3.13039,3.132,3.1966825,3.132,3.2552085,3.132,3.1121702,3.132,2.956104
SFDPJXNLZLFZIJ-AFEOPVQTSA-N,3.154,2.7023141,3.154,3.0141602,3.154,3.1517043,3.154,3.082622,3.154,2.926129,3.154,2.8758662
WJTXNNQEIXGNMU-UHFFFAOYSA-N,3.363,3.1533232,3.363,3.3467486,3.363,3.3813965,3.363,3.3973677,3.363,3.3170748,3.363,3.2415042
FJSTYKPXXSLZDC-UHFFFAOYSA-N,3.019,2.814653,3.019,2.8936074,3.019,2.9567966,3.019,2.9417071,3.019,3.0578427,3.019,2.8788462
GPYNBJOKDFQPFH-JSDNDDBKSA-N,2.902,2.851311,2.902,2.8751705,2.902,2.883363,2.902,2.8642101,2.902,2.8387213,2.902,2.8445544
SHBXZMXJVPIAFN-KMUKIVRZSA-N,2.976,2.7416956,2.976,2.869449,2.976,2.8132963,2.976,2.7985632,2.976,2.8832664,2.976,2.982734
VOJCSIHWMUJMPC-UHFFFAOYSA-N,3.014,2.543526,3.014,2.954486,3.014,2.8335626,3.014,2.8785822,3.014,2.8940141,3.014,2.960587
KLBKHHAPMDNARG-UHFFFAOYSA-N,0.185,2.1621356,0.185,1.9521593,0.185,2.1252759,0.185,2.0420341,0.185,2.0677376,0.185,2.2702444
XRRMKUNEPPTHOJ-UHFFFAOYSA-N,3.112,2.6391642,3.112,2.93766,3.112,3.0315626,3.112,2.948164,3.112,3.1159327,3.112,2.7383842
OVKAIYMYMRNKRC-YSGASBTCSA-N,3.206,2.6956706,3.206,2.9778574,3.206,3.3356442,3.206,3.0327017,3.206,2.8742633,3.206,2.6523623
QEKVNVCNIQPXJL-UHFFFAOYSA-N,3.3,3.0361395,3.3,3.2262414,3.3,3.2573197,3.3,3.395078,3.3,3.2502835,3.3,3.0952058
RDVHLKVCWUTJCM-UHFFFAOYSA-N,2.982,3.0094852,2.982,2.9719186,2.982,3.0665863,2.982,2.9842045,2.982,2.9973044,2.982,3.0667408
JVXQZLOKSTXHAE-UHFFFAOYSA-N,2.481,2.4238298,2.481,2.4519093,2.481,2.3855674,2.481,2.5189095,2.481,2.5319798,2.481,2.5670292
IMEKVEIUMGIQIG-RKGPXFHRSA-N,2.998,2.9812548,2.998,3.0665607,2.998,3.3148258,2.998,3.087136,2.998,3.0510368,2.998,2.939279
QIEZOBDRVUVZGC-UHFFFAOYSA-N,2.228,2.5691168,2.228,2.8160598,2.228,2.6491773,2.228,2.7332222,2.228,2.818417,2.228,2.812676
NGNRKNPWVADLCJ-MSRYBZPSSA-N,2.624,2.7730145,2.624,2.627835,2.624,2.7846706,2.624,2.828814,2.624,2.7984693,2.624,2.6568382
ZCKAQNUDTFSOTG-UFJAUACXSA-N,2.277,2.4227371,2.277,2.5173383,2.277,2.2280946,2.277,2.2950687,2.277,2.4507806,2.277,2.4258401
LUPXVCISKIOAGO-UHFFFAOYSA-N,3.139,2.9732227,3.139,3.2197483,3.139,3.184712,3.139,3.2562852,3.139,3.0366619,3.139,2.9834728
GGGOGTWZTCZJEP-VLLBPVLQSA-N,2.908,2.8265588,2.908,2.9752028,2.908,2.8196893,2.908,2.9088662,2.908,2.776052,2.908,2.6886852
BCPXPQNFWVHNKP-UHFFFAOYSA-N,2.655,2.6721933,2.655,2.6935785,2.655,2.6417472,2.655,2.7059789,2.655,2.7293248,2.655,2.857058
VBHNCFBQJRUPKP-UHFFFAOYSA-N,2.766,2.6532667,2.766,2.8318083,2.766,2.8638253,2.766,2.8359597,2.766,2.8016639,2.766,2.7176826
CRKYCWHJEXPBFH-KHGVSECYSA-N,3.165,2.987609,3.165,3.2055023,3.165,3.1164296,3.165,3.1652696,3.165,3.0668275,3.165,2.996437
IGMXXNIUUJUISV-SPYKILETSA-N,3.242,3.0610673,3.242,2.948576,3.242,3.3081384,3.242,3.1836746,3.242,3.1134298,3.242,2.9350061
QTMYZWYCRWEKLC-UHFFFAOYSA-N,2.743,2.7559946,2.743,2.7426589,2.743,2.6937253,2.743,2.7548778,2.743,2.639171,2.743,2.941039
OGUNRZLCGXKJNM-JJHRWBALSA-N,2.264,2.2118747,2.264,2.1385913,2.264,2.1521719,2.264,2.3837802,2.264,2.1414483,2.264,2.2289684
TYIVVJZQQRUBGK-UHFFFAOYSA-N,2.941,3.0033472,2.941,2.9604301,2.941,3.2429252,2.941,3.1478925,2.941,2.7402904,2.941,2.802173
NLJDOCVVGMHNMD-UHFFFAOYSA-N,2.735,2.645526,2.735,2.7782865,2.735,2.796437,2.735,2.6246085,2.735,2.5016413,2.735,2.6099179
FYVXQUFTLXKQIT-IMIFZFKASA-N,2.841,2.5870807,2.841,2.871788,2.841,2.7023997,2.841,2.847186,2.841,2.8587525,2.841,2.738863
WQPLTNFVBUAZDT-PNQUVVCRSA-N,2.715,2.7970023,2.715,2.4394073,2.715,2.5751936,2.715,2.8051727,2.715,2.7254844,2.715,2.7113853
GOGUVEUSKWYJPD-JSDNDDBKSA-N,2.588,2.5244567,2.588,2.5473855,2.588,2.6982121,2.588,2.5888336,2.588,2.770498,2.588,2.720604
DEMZZWWYNBPPMQ-WMILAWAJSA-N,2.781,2.7778485,2.781,2.763441,2.781,2.6857452,2.781,2.8382854,2.781,3.0255857,2.781,2.947879
VWDNQGHSYVOIKN-UHFFFAOYSA-N,3.358,3.4114945,3.358,3.5959017,3.358,3.664872,3.358,3.4396033,3.358,3.076036,3.358,3.369028
XJTDOOPQNLKTQD-UHFFFAOYSA-N,2.993,2.6592352,2.993,3.0027473,2.993,2.6605284,2.993,2.9732623,2.993,3.093622,2.993,2.9306974
OABWXCDNXABMBP-CHVBVBDWSA-N,2.159,2.1026845,2.159,1.8549773,2.159,2.167555,2.159,2.345595,2.159,2.043954,2.159,2.0943942
VELXXGMEDAPELM-UHFFFAOYSA-N,2.469,2.421259,2.469,2.370125,2.469,2.4545546,2.469,2.4727383,2.469,2.480135,2.469,2.199336
XUVBGDMATRGYCW-DSMXYQKKSA-N,2.778,2.526975,2.778,2.967835,2.778,2.8780122,2.778,2.8712468,2.778,2.7735567,2.778,2.7690966
LREBXFXFVGRLMN-JSSMZWLNSA-N,3.011,2.5221696,3.011,2.9286397,3.011,2.964582,3.011,3.008815,3.011,2.8764517,3.011,2.7357557
VSYRQEYDJJNVBU-UHFFFAOYSA-N,3.396,2.9647887,3.396,3.0911143,3.396,3.2576823,3.396,3.2937481,3.396,3.0185397,3.396,2.9608035
BYDDLVIDCGGQEH-UHFFFAOYSA-N,1.978,2.3638797,1.978,2.304852,1.978,2.2276378,1.978,2.3431711,1.978,2.5193343,1.978,2.281934
AAXFJOIPGWAPMH-UHFFFAOYSA-N,3.348,3.4044976,3.348,3.491439,3.348,3.4446523,3.348,3.2897584,3.348,3.3985841,3.348,3.5225313
QNEPQRSOHJDUMJ-OGSBCZQPSA-N,2.9,2.8727944,2.9,2.994693,2.9,3.0015116,2.9,2.7531366,2.9,3.1043131,2.9,2.7607505
