,PaiNN_true_ES1,PaiNN_pred_ES1,SchNet_true_ES1,SchNet_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
JYKARYUZJSWTFY-IAASQWLWSA-N,2.866,2.8288276,2.866,2.8152175,2.866,2.8175826,2.866,2.7969851,2.866,2.826387,2.866,2.949764
HMARMBHNZPKFMX-QVWCOVQESA-N,3.267,2.8213508,3.267,2.8199596,3.267,2.8140855,3.267,2.797009,3.267,2.8284168,3.267,2.7748013
HXXYWUWWXPJVCD-UHFFFAOYSA-N,2.742,2.830269,2.742,2.8132036,2.742,2.8184135,2.742,2.7969947,2.742,2.8253148,2.742,2.832814
HFXKASJUDCGSKU-UHFFFAOYSA-N,2.709,2.8235445,2.709,2.8256269,2.709,2.814382,2.709,2.797004,2.709,2.8287034,2.709,2.8784244
NSMSXEIFCSPKAZ-GPHBFVNTSA-N,2.7,2.8264973,2.7,2.816859,2.7,2.8171546,2.7,2.797019,2.7,2.8213975,2.7,2.8382726
NMISNOXXLZONQH-XMEQCPBCSA-N,2.512,2.830323,2.512,2.814743,2.512,2.8179088,2.512,2.7969933,2.512,2.8257627,2.512,2.7947717
WUMVYROPGRYHCF-OHUIHDMLSA-N,2.18,2.824187,2.18,2.822044,2.18,2.814193,2.18,2.7970338,2.18,2.8267102,2.18,2.8966625
ZPACEZHTFJDQMO-UHFFFAOYSA-N,2.714,2.8269813,2.714,2.8166268,2.714,2.818231,2.714,2.7970388,2.714,2.8225787,2.714,2.8247485
SWTASTRMNYATAT-UHFFFAOYSA-N,2.842,2.826771,2.842,2.8172345,2.842,2.8151145,2.842,2.79704,2.842,2.8270454,2.842,2.8050487
BQXOJXJVMDUELZ-UHFFFAOYSA-N,2.584,2.8245802,2.584,2.81432,2.584,2.8167355,2.584,2.797004,2.584,2.8232055,2.584,3.0015633
ZMGMOMKCVVHJLJ-UHFFFAOYSA-N,2.95,2.8233223,2.95,2.8206518,2.95,2.8138285,2.95,2.7970142,2.95,2.826054,2.95,2.8385897
ZLBRKLFIMVSPIW-UHFFFAOYSA-N,2.981,2.8197393,2.981,2.8172913,2.981,2.813989,2.981,2.7970312,2.981,2.8237572,2.981,2.8836784
CKPWUVMFLXHIRP-UHFFFAOYSA-N,2.685,2.8242779,2.685,2.8181016,2.685,2.813881,2.685,2.7970195,2.685,2.8278046,2.685,2.7827654
LOZJFODUGGZBHN-SSWIJTMXSA-N,2.889,2.825047,2.889,2.8021104,2.889,2.815444,2.889,2.797002,2.889,2.8243825,2.889,2.9896853
YOKIHASIVJFFKP-UHFFFAOYSA-N,2.553,2.8275945,2.553,2.8166306,2.553,2.8171904,2.553,2.7969851,2.553,2.8245475,2.553,2.8958669
NVIZPZCYURKAFR-UHFFFAOYSA-N,2.231,2.8287313,2.231,2.8128214,2.231,2.816945,2.231,2.796991,2.231,2.8264236,2.231,2.8325999
FBHSDUAZHBBLCG-NWZREFRFSA-N,3.309,2.8288686,3.309,2.815062,3.309,2.8169103,3.309,2.7969992,3.309,2.8271327,3.309,3.3401735
PMRPBPNUUYPTIO-HZTVMEOHSA-N,3.032,2.8257768,3.032,2.8163779,3.032,2.81638,3.032,2.7968378,3.032,2.8226936,3.032,2.8656828
LKZJXXWCGCEYEA-UHFFFAOYSA-N,2.752,2.8300457,2.752,2.8218575,2.752,2.8144763,2.752,2.7970192,2.752,2.832437,2.752,2.7560945
FORGZZVZFZSSNA-UHFFFAOYSA-N,2.918,2.824692,2.918,2.8182223,2.918,2.8156886,2.918,2.7970061,2.918,2.8247998,2.918,2.7906904
DKZJEAPCMMPNBN-UHFFFAOYSA-N,3.182,2.819528,3.182,2.8148024,3.182,2.8147097,3.182,2.797014,3.182,2.8277843,3.182,2.8227375
WYVYZFFHHLBGHW-QKGGVJACSA-N,2.802,2.8265712,2.802,2.821648,2.802,2.817071,2.802,2.7969909,2.802,2.8211753,2.802,2.9532492
LLOYMNVIMMYGIX-JGNVNFPDSA-N,3.134,2.8290987,3.134,2.816352,3.134,2.8171494,3.134,2.7970042,3.134,2.8259692,3.134,3.2201288
PSHSPYDTUIAHJT-UHFFFAOYSA-N,2.868,2.8152778,2.868,2.8150172,2.868,2.814392,2.868,2.7969875,2.868,2.8290024,2.868,2.8318074
SBCKYJSRKUHKHT-NIRGEMEPSA-N,3.065,2.828052,3.065,2.8173568,3.065,2.8167906,3.065,2.7970393,3.065,2.8248503,3.065,2.8153796
YXSGDDOWCSCHHK-IRECXSHYSA-N,2.654,2.8256388,2.654,2.816318,2.654,2.8165717,2.654,2.7970147,2.654,2.825724,2.654,2.783418
AWULTDNOXIYLLH-SJGYVYILSA-N,3.385,2.8298118,3.385,2.815084,3.385,2.8176806,3.385,2.7969863,3.385,2.8261077,3.385,2.8486845
IAZJGCYDKXZMOT-WAASQAOBSA-N,2.37,2.8309476,2.37,2.816979,2.37,2.8178866,2.37,2.7970035,2.37,2.8250926,2.37,3.0462625
ODBMVJSVJOVIPR-UHFFFAOYSA-N,2.641,2.8236732,2.641,2.8179326,2.641,2.8132675,2.641,2.7970238,2.641,2.8281777,2.641,2.7790325
KWJXADKOHTYWMT-UHFFFAOYSA-N,2.591,2.819654,2.591,2.8262916,2.591,2.812702,2.591,2.7970254,2.591,2.8243737,2.591,2.8146563
FOXZOTHCOJILTQ-SFZHQNKHSA-N,2.797,2.8288827,2.797,2.8151495,2.797,2.817587,2.797,2.7970028,2.797,2.82653,2.797,3.057055
WSEFVULAKQSPST-IMZRBMHKSA-N,2.826,2.8248281,2.826,2.8171952,2.826,2.8148363,2.826,2.7970061,2.826,2.8244932,2.826,2.9034815
CPTDOJDBPPXISK-UHBFCERESA-N,2.865,2.8321068,2.865,2.8214831,2.865,2.815674,2.865,2.7968197,2.865,2.82294,2.865,2.8149564
LAIRMISZZQVRRH-WXGHBSKOSA-N,3.206,2.8275516,3.206,2.8158991,3.206,2.8169737,3.206,2.7969885,3.206,2.8227375,3.206,2.7741413
RIUNBQWGYSTNAH-JXTSZTKNSA-N,2.644,2.8302226,2.644,2.8176591,2.644,2.8179276,2.644,2.7970178,2.644,2.8260138,2.644,2.8584223
PALSCHWVZONIGU-UHFFFAOYSA-N,2.503,2.815456,2.503,2.8141725,2.503,2.81323,2.503,2.79701,2.503,2.819942,2.503,2.8042226
MSWVLEOQJMLFHA-UHFFFAOYSA-N,2.127,2.8189526,2.127,2.8184571,2.127,2.815954,2.127,2.796992,2.127,2.8234694,2.127,2.8833199
JDHKTCFBWXFJIY-YLJBBNASSA-N,3.322,2.8254766,3.322,2.8189123,3.322,2.816763,3.322,2.7970185,3.322,2.823281,3.322,3.0782218
HWYFRSKFTXOJDT-UHFFFAOYSA-N,3.328,2.8296087,3.328,2.817466,3.328,2.8158033,3.328,2.797011,3.328,2.8266568,3.328,3.0104933
SLHXISZBUBRADT-KIOAPOHKSA-N,3.102,2.821838,3.102,2.8177514,3.102,2.8165314,3.102,2.7970178,3.102,2.8214712,3.102,2.8958127
FNOYWMQOEZJFRU-KCZYCGJJSA-N,2.597,2.8252883,2.597,2.819142,2.597,2.8157098,2.597,2.7970119,2.597,2.8231127,2.597,3.0091388
JRDULWSEPKQLRB-OAZBTLTBSA-N,2.31,2.8254795,2.31,2.8193016,2.31,2.816309,2.31,2.7970407,2.31,2.8233962,2.31,2.9393642
ISYAWCWKGUKVOD-AQAQPERTSA-N,2.341,2.8283522,2.341,2.816956,2.341,2.8183367,2.341,2.7970164,2.341,2.8239043,2.341,2.8873732
ALCFGBJVDWWVMP-UHFFFAOYSA-N,3.048,2.8145478,3.048,2.816166,3.048,2.8130028,3.048,2.7970273,3.048,2.8232434,3.048,2.8201153
BERQREYVIXSQDT-UHFFFAOYSA-N,3.426,2.8270116,3.426,2.8214188,3.426,2.8140037,3.426,2.7970188,3.426,2.8353367,3.426,2.7818313
JVDYCWDQDNSDBO-GRUGOHQCSA-N,2.83,2.826154,2.83,2.8208797,2.83,2.8159876,2.83,2.7970107,2.83,2.823454,2.83,2.9151673
HQJSPVVPVZOSRN-UHFFFAOYSA-N,2.747,2.8283086,2.747,2.8167963,2.747,2.8183897,2.747,2.797009,2.747,2.8243873,2.747,2.8544195
YXPATECIQUQYBK-NPEQHDRISA-N,2.657,2.825555,2.657,2.8160849,2.657,2.8162866,2.657,2.7970068,2.657,2.823443,2.657,2.9898534
OEELRJYTBMXJST-BLRRXWCLSA-N,2.547,2.8284488,2.547,2.8182619,2.547,2.8159816,2.547,2.7967885,2.547,2.823981,2.547,2.8316796
WBOLULYCDVDMIQ-RHQFVSDJSA-N,1.689,2.833496,1.689,2.8198805,1.689,2.815914,1.689,2.7970142,1.689,2.8234391,1.689,2.9607248
JIQZSICPUHJOAO-UHFFFAOYSA-N,2.454,2.8224878,2.454,2.8190906,2.454,2.8124323,2.454,2.797015,2.454,2.8311071,2.454,2.8058143
WFWQSCFBLSHPIE-UHFFFAOYSA-N,3.175,2.8163078,3.175,2.8174348,3.175,2.8143477,3.175,2.796986,3.175,2.8212054,3.175,2.8388705
LSPOYGABYRCDOZ-XVEUBGNRSA-N,2.748,2.8261986,2.748,2.817584,2.748,2.816222,2.748,2.7970033,2.748,2.8284776,2.748,2.76829
WGUCKEMHSIDJCW-UHFFFAOYSA-N,2.478,2.8215916,2.478,2.8148057,2.478,2.8158545,2.478,2.7969913,2.478,2.824283,2.478,2.7912433
LBAQXFXNYPORCO-UHFFFAOYSA-N,2.988,2.8262691,2.988,2.8158863,2.988,2.8171945,2.988,2.7970262,2.988,2.8227484,2.988,2.806308
NAOKTHXVIJLEQY-UHFFFAOYSA-N,3.046,2.833594,3.046,2.8221152,3.046,2.8162506,3.046,2.7969918,3.046,2.8242557,3.046,2.9095898
CGSAOIMYXZSRGE-UHFFFAOYSA-N,2.619,2.8222325,2.619,2.816779,2.619,2.8175745,2.619,2.7970204,2.619,2.8178875,2.619,2.9471524
HHMOEDLCPPLFCL-UHFFFAOYSA-N,3.028,2.826211,3.028,2.8182623,3.028,2.8171194,3.028,2.797018,3.028,2.822723,3.028,2.8999805
FORLHTVTCURJAV-YLYVUXRMSA-N,2.633,2.8253706,2.633,2.817581,2.633,2.8162951,2.633,2.797019,2.633,2.8250415,2.633,2.9566302
QIQXXLXLNAAIJW-YMIDXDEVSA-N,2.972,2.8283849,2.972,2.8136482,2.972,2.8171668,2.972,2.7969897,2.972,2.8242466,2.972,2.8242724
OVKBXUFLGZSZPG-GDIXECRYSA-N,2.102,2.8269217,2.102,2.8166046,2.102,2.817506,2.102,2.7970247,2.102,2.8252182,2.102,2.9368887
MFAUXPHYRKWHSU-UHFFFAOYSA-N,2.201,2.8185744,2.201,2.8140888,2.201,2.8153098,2.201,2.7969925,2.201,2.823856,2.201,2.8581176
ZHSZBVWAFQMETA-UHFFFAOYSA-N,2.65,2.8219068,2.65,2.8164134,2.65,2.8135638,2.65,2.7970138,2.65,2.828708,2.65,2.8046496
BITYWXMNIAUHAC-ULKDXPJMSA-N,2.54,2.8281426,2.54,2.8162012,2.54,2.8182876,2.54,2.7970085,2.54,2.8227746,2.54,2.9316032
SWLHADRSOVTWQY-QQMJPZKZSA-N,3.171,2.8253646,3.171,2.8164725,3.171,2.8156147,3.171,2.7970045,3.171,2.828196,3.171,2.91854
RGVFTVBXRRDIIK-OAQMXIGCSA-N,2.617,2.8249483,2.617,2.8158078,2.617,2.815535,2.617,2.7970273,2.617,2.8297296,2.617,2.9771867
OWYOTMQFZRSDSB-HCNMGLPWSA-N,2.116,2.821299,2.116,2.8027413,2.116,2.8152792,2.116,2.7970219,2.116,2.8233263,2.116,2.9472919
IZHBGALJXQITDT-UHFFFAOYSA-N,3.441,2.8238285,3.441,2.8151605,3.441,2.8143692,3.441,2.7970014,3.441,2.826962,3.441,2.8307228
YYXHVZMOMZUZLH-OLUOZRNISA-N,3.089,2.8265707,3.089,2.8172796,3.089,2.816575,3.089,2.797029,3.089,2.8295386,3.089,2.7771912
OCOVBCVLWXKKNY-UHFFFAOYSA-N,2.094,2.8234944,2.094,2.8148499,2.094,2.8136168,2.094,2.797022,2.094,2.8279316,2.094,2.7817252
MKQVUUDKTFSQDP-UHFFFAOYSA-N,2.68,2.8242915,2.68,2.817366,2.68,2.8150518,2.68,2.7970388,2.68,2.8243196,2.68,3.0832791
WUISPFZWCIVHKU-MKNNEFPQSA-N,2.657,2.8244407,2.657,2.8153877,2.657,2.815031,2.657,2.7970254,2.657,2.8242757,2.657,2.9202232
JSNYBLZFZYXVIQ-OGSYYYNRSA-N,3.001,2.8224738,3.001,2.814896,3.001,2.8155248,3.001,2.7969995,3.001,2.8278935,3.001,2.8539293
BXUMGTQMRCTAIX-UHFFFAOYSA-N,2.506,2.825264,2.506,2.8172507,2.506,2.8163285,2.506,2.7970328,2.506,2.8293877,2.506,2.887499
OVBFCXPMTKKBRW-OWJFSFLBSA-N,2.737,2.8300016,2.737,2.812944,2.737,2.8180938,2.737,2.796979,2.737,2.8255272,2.737,2.805983
IRCZDNQDXUUMFK-UHFFFAOYSA-N,3.024,2.8293564,3.024,2.8182251,3.024,2.8153636,3.024,2.7970417,3.024,2.8279605,3.024,3.0415711
LRFVIPFOZOAXRZ-LEXORQHVSA-N,2.855,2.82533,2.855,2.81757,2.855,2.8163679,2.855,2.797,2.855,2.8268178,2.855,2.8147335
SMDFGTUZQJXXQQ-JDODJYJRSA-N,2.163,2.8277688,2.163,2.816654,2.163,2.8176894,2.163,2.797003,2.163,2.826369,2.163,2.9286778
XKGQGZXTWPNRDC-UHFFFAOYSA-N,2.857,2.8225908,2.857,2.813314,2.857,2.8171031,2.857,2.797003,2.857,2.8188794,2.857,2.798159
JNWFPXRQAMLVNF-OHLKXVFMSA-N,2.599,2.829934,2.599,2.8197196,2.599,2.8157773,2.599,2.7970345,2.599,2.827684,2.599,2.9727907
HYSDEEIJKRCMRH-UHFFFAOYSA-N,2.872,2.818535,2.872,2.8217192,2.872,2.8128574,2.872,2.7970202,2.872,2.824254,2.872,2.8165085
NZCNMVVTUGYGQY-UHFFFAOYSA-N,2.198,2.832412,2.198,2.8215892,2.198,2.8146992,2.198,2.7969866,2.198,2.8245938,2.198,2.8065321
IEWKKLCHDMKSCX-MENZEYATSA-N,3.233,2.8228376,3.233,2.816694,3.233,2.8162909,3.233,2.7969923,3.233,2.8211608,3.233,2.781599
TWKJEPBPMXFQMM-FPWVPGCSSA-N,2.37,2.8249485,2.37,2.8185744,2.37,2.8153756,2.37,2.7970238,2.37,2.8240702,2.37,2.934999
XDMXCJMGZDBMOS-UHFFFAOYSA-N,2.736,2.8296154,2.736,2.8137841,2.736,2.8181098,2.736,2.7969964,2.736,2.8254948,2.736,2.9191003
PHDPGCAVDPQWEI-UHFFFAOYSA-N,2.682,2.8226564,2.682,2.8134556,2.682,2.8180244,2.682,2.7969997,2.682,2.819598,2.682,2.8196487
QKLQEYPWNIXUDO-UHFFFAOYSA-N,3.162,2.8300083,3.162,2.8173368,3.162,2.816144,3.162,2.7970176,3.162,2.8225157,3.162,2.7931583
MMMOANUTZKBQLS-KXLPFTAXSA-N,2.357,2.8290813,2.357,2.8149614,2.357,2.8174093,2.357,2.7970128,2.357,2.8253148,2.357,3.1230195
XPDHQERSVQPRAI-UHFFFAOYSA-N,2.553,2.8341637,2.553,2.821328,2.553,2.8159428,2.553,2.7970219,2.553,2.826323,2.553,2.9401307
AJMWORSUKYMZTM-UHFFFAOYSA-N,2.682,2.8279266,2.682,2.8225226,2.682,2.8158927,2.682,2.7970257,2.682,2.8268018,2.682,2.9568331
DHYGCPCRZIVUOH-UHFFFAOYSA-N,3.207,2.828232,3.207,2.8159132,3.207,2.8177943,3.207,2.7969942,3.207,2.8257048,3.207,3.0107234
CRSWIZDMEAHUQJ-UHFFFAOYSA-N,3.872,2.829194,3.872,2.814915,3.872,2.817218,3.872,2.797021,3.872,2.826236,3.872,2.8264904
FJNZZKLXAVRCHL-OEPDXVHDSA-N,3.398,2.8253736,3.398,2.8186483,3.398,2.8158045,3.398,2.7969942,3.398,2.8238225,3.398,2.9982398
LCJYXUCAABFJKJ-QYLRMFNQSA-N,3.136,2.8255649,3.136,2.8182456,3.136,2.8164306,3.136,2.797,3.136,2.8221328,3.136,2.9663317
IISVLSDBTIEPLZ-UKIVNFPFSA-N,3.284,2.8288958,3.284,2.8183284,3.284,2.815693,3.284,2.7967858,3.284,2.8206162,3.284,2.7524922
REEGYTOSGBFGHZ-MDVINBTASA-N,2.507,2.8253884,2.507,2.820924,2.507,2.815466,2.507,2.7970366,2.507,2.8239155,2.507,2.8458006
GUQFIVBDRZAEEP-UHFFFAOYSA-N,2.942,2.8230128,2.942,2.8187501,2.942,2.813628,2.942,2.797012,2.942,2.8250039,2.942,2.7844481
OIGBFJHRSNZZPN-UPSSYYQBSA-N,2.442,2.8288596,2.442,2.817853,2.442,2.8168497,2.442,2.7970035,2.442,2.8259587,2.442,2.8765728
SSNDNEUEPISBEZ-GJSHPSFESA-N,2.785,2.8221648,2.785,2.8176634,2.785,2.8164911,2.785,2.7970216,2.785,2.8193216,2.785,2.7820866
GDUXBHQNIQVFNI-JVSABCGESA-N,3.079,2.8259606,3.079,2.816072,3.079,2.817689,3.079,2.796999,3.079,2.8224573,3.079,2.9221847
UVCKKRXWELLKES-PZUSPJSTSA-N,3.465,2.8271036,3.465,2.8142228,3.465,2.815816,3.465,2.7969987,3.465,2.8243747,3.465,2.834984
KCQMUFOVLBDKFP-RODHXAHZSA-N,2.922,2.8279905,2.922,2.8151152,2.922,2.8165717,2.922,2.796992,2.922,2.8262787,2.922,2.8210115
JVPFZZNWWVBJBU-UHFFFAOYSA-N,2.929,2.8278847,2.929,2.8152626,2.929,2.8170805,2.929,2.7969759,2.929,2.8259566,2.929,2.7924774
WAWDKLMDYRLXER-UHFFFAOYSA-N,3.19,2.8211837,3.19,2.8145394,3.19,2.815199,3.19,2.7970166,3.19,2.8203561,3.19,2.7511594
HGPRNEHTGDPULS-UHFFFAOYSA-N,2.21,2.8292472,2.21,2.8147292,2.21,2.817362,2.21,2.7970157,2.21,2.826297,2.21,2.839536
KSSHISODAGKZDP-UHFFFAOYSA-N,3.048,2.8267703,3.048,2.8159466,3.048,2.8176043,3.048,2.7970335,3.048,2.8222868,3.048,2.8206418
WCNXLNACHYXPEF-FNVMMCPBSA-N,2.868,2.8265285,2.868,2.8162568,2.868,2.8182154,2.868,2.7970083,2.868,2.8243394,2.868,2.9407015
GCOYRBGOMLLIDC-UHFFFAOYSA-N,3.457,2.827011,3.457,2.8233938,3.457,2.814467,3.457,2.7970023,3.457,2.8264723,3.457,2.8624566
LMSWUAACSMJJPQ-UHFFFAOYSA-N,3.081,2.8259153,3.081,2.819903,3.081,2.8167386,3.081,2.7970283,3.081,2.8232205,3.081,2.9672236
KMGQGORWFLFUGX-UHFFFAOYSA-N,3.384,2.8295467,3.384,2.8144631,3.384,2.818478,3.384,2.7970011,3.384,2.8258867,3.384,2.8508387
GUVBERPDTHHVPR-UHFFFAOYSA-N,2.483,2.823056,2.483,2.8194683,2.483,2.8128748,2.483,2.7970107,2.483,2.8267605,2.483,2.7956512
GTUNOMYNWJJRKT-NNODZFFKSA-N,3.273,2.8297698,3.273,2.8158598,3.273,2.816591,3.273,2.7970033,3.273,2.825684,3.273,2.8588207
LMTGJCQUSHNASW-UHFFFAOYSA-N,2.636,2.824346,2.636,2.8150723,2.636,2.8176665,2.636,2.797024,2.636,2.8193586,2.636,2.8284836
FNNOLQCEEZSCPK-ACXHZZMFSA-N,3.341,2.8205369,3.341,2.8183186,3.341,2.8150797,3.341,2.7966754,3.341,2.8247051,3.341,2.7586703
NEDMVYIEVCARNN-UHFFFAOYSA-N,2.687,2.8297668,2.687,2.8197463,2.687,2.8155134,2.687,2.7970023,2.687,2.8269334,2.687,2.9255521
FSDYXTCFFOFRHY-HLUBZHHQSA-N,2.921,2.8259509,2.921,2.8177483,2.921,2.8163664,2.921,2.7970176,2.921,2.8235667,2.921,2.979737
PVGRERYAKHBBIX-LLJCYPMUSA-N,2.716,2.8232687,2.716,2.8171172,2.716,2.816528,2.716,2.796993,2.716,2.826113,2.716,2.8544524
QLMJAEFOCKFGOK-UHFFFAOYSA-N,2.86,2.8214734,2.86,2.8157482,2.86,2.8151488,2.86,2.797023,2.86,2.8202693,2.86,2.7695334
ZHGMYNLWLMRJOR-HSWKEQASSA-N,2.763,2.8253589,2.763,2.8165228,2.763,2.816334,2.763,2.7970157,2.763,2.825638,2.763,2.9692144
LZYBVYDJHNANLH-FCTBIEPJSA-N,2.119,2.8281446,2.119,2.8177264,2.119,2.8155198,2.119,2.7970138,2.119,2.8273122,2.119,2.9362514
PHCLXNMLTKZCIA-HNMOCYRHSA-N,3.177,2.826841,3.177,2.8190591,3.177,2.816926,3.177,2.7970254,3.177,2.8227663,3.177,2.7677214
YXADEDAGFDBNBS-UHFFFAOYSA-N,2.863,2.82291,2.863,2.8261921,2.863,2.8133502,2.863,2.7970204,2.863,2.829233,2.863,2.8566034
NHGXTBCHWBBNCJ-PAZNOCNKSA-N,3.197,2.8303032,3.197,2.8149767,3.197,2.8176966,3.197,2.7969828,3.197,2.8259547,3.197,2.7794135
IKHRIYNCIOVIDE-UHFFFAOYSA-N,3.522,2.8228147,3.522,2.818367,3.522,2.8130162,3.522,2.7970228,3.522,2.8282983,3.522,2.8126044
OVAYFTRQHGPFQO-GFDBJVIDSA-N,3.299,2.8136742,3.299,2.814674,3.299,2.8159013,3.299,2.7969983,3.299,2.8228428,3.299,2.815345
XXBUKKMPSHMUIV-RLZCSYPLSA-N,2.811,2.8251739,2.811,2.8186882,2.811,2.8161902,2.811,2.7970228,2.811,2.8235853,2.811,2.964434
IMADTKKBHZLWOT-GPHBFVNTSA-N,3.262,2.826754,3.262,2.817301,3.262,2.8166485,3.262,2.7970033,3.262,2.8241832,3.262,2.8151844
YXYCZACXJAYACD-UHFFFAOYSA-N,2.231,2.8150828,2.231,2.8195112,2.231,2.8130283,2.231,2.7970166,2.231,2.8262072,2.231,2.8563678
OUKAUYKANVKZRQ-DPVRLLIJSA-N,3.258,2.8227544,3.258,2.8137066,3.258,2.8169224,3.258,2.7969904,3.258,2.8205957,3.258,2.8209205
MIGNMOINCKNGPC-JACJQHGZSA-N,2.879,2.8265736,2.879,2.8150449,2.879,2.8172596,2.879,2.7970164,2.879,2.829234,2.879,3.083304
ZFWKNYNRQXJHOA-CEOZETRISA-N,2.658,2.8286831,2.658,2.816256,2.658,2.8176196,2.658,2.7969954,2.658,2.825919,2.658,3.2995121
DMOHNCWESGWILP-UHFFFAOYSA-N,2.308,2.8197143,2.308,2.8135688,2.308,2.8147292,2.308,2.7970119,2.308,2.8207147,2.308,2.821832
JWWJNMIDDNOXOJ-OPBZITNTSA-N,3.118,2.8287616,3.118,2.8179932,3.118,2.81721,3.118,2.7970111,3.118,2.823829,3.118,2.7991352
DAKYNSQAEOJNLW-UHFFFAOYSA-N,2.835,2.8223383,2.835,2.8149571,2.835,2.814361,2.835,2.797002,2.835,2.825736,2.835,2.8455002
SXHXATBOTSSTPG-UHFFFAOYSA-N,3.162,2.8229134,3.162,2.8223195,3.162,2.814732,3.162,2.7969952,3.162,2.825339,3.162,2.863007
ZXGKSTOUNGQDJB-UHFFFAOYSA-N,2.985,2.826223,2.985,2.8164682,2.985,2.8179052,2.985,2.797027,2.985,2.822721,2.985,2.8267355
UXQKMZLFNSZLJG-WOQJSSNBSA-N,2.699,2.8235571,2.699,2.8130224,2.699,2.8168943,2.699,2.7969775,2.699,2.8257113,2.699,2.8002467
RSJNNPDSEQRWJB-UHFFFAOYSA-N,2.383,2.8252726,2.383,2.8132408,2.383,2.8157449,2.383,2.7969794,2.383,2.825172,2.383,2.810606
ZQOHRIMXDDHUPF-UHFFFAOYSA-N,2.719,2.8284373,2.719,2.8156025,2.719,2.8186462,2.719,2.797006,2.719,2.823768,2.719,2.8738554
JIYPOGFVMGFLRO-NQOISIGVSA-N,2.873,2.8201137,2.873,2.81833,2.873,2.8163118,2.873,2.7970173,2.873,2.8236325,2.873,2.8123538
DEZWMGODNMAZLN-UHFFFAOYSA-N,2.45,2.8273432,2.45,2.8239536,2.45,2.8137455,2.45,2.7970064,2.45,2.82948,2.45,2.832509
DKBKSVHHADPLMM-LTOXJRGVSA-N,2.924,2.8263197,2.924,2.8172352,2.924,2.8161483,2.924,2.797021,2.924,2.8262355,2.924,2.939236
IDEWGFVECHMOAY-UHFFFAOYSA-N,2.771,2.823195,2.771,2.8214526,2.771,2.813284,2.771,2.7970245,2.771,2.829406,2.771,2.8424075
LEZYNUZPCJBQPK-UHFFFAOYSA-N,3.446,2.8263984,3.446,2.8152015,3.446,2.8174403,3.446,2.7970207,3.446,2.8232214,3.446,2.8281746
WKSNJFPHXXYAOA-UHFFFAOYSA-N,2.802,2.8217947,2.802,2.8161976,2.802,2.816546,2.802,2.797006,2.802,2.8169444,2.802,2.7984626
ZNFCRDICZBIGKI-NNAPYRDBSA-N,2.244,2.8252654,2.244,2.8168,2.244,2.8173287,2.244,2.7969642,2.244,2.824598,2.244,2.8058434
MEIMCRZIDKRYTM-RIDPHKLGSA-N,3.47,2.8194547,3.47,2.8168068,3.47,2.8146927,3.47,2.7969942,3.47,2.820053,3.47,2.7900035
YLNYVZYJOMSZQE-UHFFFAOYSA-N,2.728,2.8220563,2.728,2.815865,2.728,2.8154457,2.728,2.7970116,2.728,2.82355,2.728,2.8138266
YUPJUFQKOPJECT-ZQMSXUDJSA-N,2.695,2.8286357,2.695,2.8201685,2.695,2.815858,2.695,2.7970088,2.695,2.824817,2.695,3.0436542
OJJRINFZSHEFRK-UHFFFAOYSA-N,2.705,2.8270721,2.705,2.8269997,2.705,2.8143964,2.705,2.7969992,2.705,2.8264773,2.705,2.907303
YJVYTNIWMYSCQJ-UHFFFAOYSA-N,2.806,2.830524,2.806,2.8160496,2.806,2.8182807,2.806,2.7969902,2.806,2.8261986,2.806,2.8605318
GUNUORVXLJAQNE-UHFFFAOYSA-N,3.226,2.8243403,3.226,2.8201008,3.226,2.8140392,3.226,2.7969992,3.226,2.8287575,3.226,2.811749
TWELEWKENHXXTL-YASLMNMISA-N,3.413,2.8220072,3.413,2.8159611,3.413,2.8154097,3.413,2.7970004,3.413,2.8205833,3.413,2.8747451
QPBWWEWLESSAOO-UHFFFAOYSA-N,2.471,2.823059,2.471,2.801957,2.471,2.8164628,2.471,2.7969933,2.471,2.8278754,2.471,2.9616137
HSTGVQTZUPBXDP-UHFFFAOYSA-N,2.194,2.8266332,2.194,2.8149693,2.194,2.818137,2.194,2.797005,2.194,2.819981,2.194,2.830947
NWMKBVSAXKXKPW-UHFFFAOYSA-N,2.766,2.8236818,2.766,2.8206851,2.766,2.8138008,2.766,2.796993,2.766,2.8248494,2.766,2.828973
UAVJIPFLXPGDSZ-HZHYNLSWSA-N,2.489,2.8283916,2.489,2.815563,2.489,2.8169649,2.489,2.7969942,2.489,2.8270917,2.489,3.0994115
NQSGYPIQKQNGER-UHFFFAOYSA-N,2.372,2.8210323,2.372,2.8143413,2.372,2.8147948,2.372,2.7969847,2.372,2.8287177,2.372,2.8424406
ZUWSYEFHOLTXLG-UHFFFAOYSA-N,2.901,2.8233438,2.901,2.8130765,2.901,2.817228,2.901,2.7970095,2.901,2.8208213,2.901,2.8284914
NBEGVBHOMNDRMG-UHFFFAOYSA-N,3.134,2.8266628,3.134,2.8210516,3.134,2.8133128,3.134,2.797008,3.134,2.8323522,3.134,2.8028188
