,PaiNN_true_ES1,PaiNN_pred_ES1,SchNet_true_ES1,SchNet_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
VMONHORWPHIVSO-UHFFFAOYSA-N,2.844,2.8059628,2.844,2.8086236,2.844,2.8079827,2.844,2.8117936,2.844,2.8219051,2.844,2.7670946
TUAFYDOMWYEGDW-YHQWIORUSA-N,2.824,2.8157282,2.824,2.8311229,2.824,2.8241546,2.824,2.8117929,2.824,2.8195906,2.824,3.3754187
DQKFZKWKTMTHFM-UHFFFAOYSA-N,2.993,2.8088822,2.993,2.7953775,2.993,2.8086755,2.993,2.8117938,2.993,2.819182,2.993,2.8055632
DQZQMUDLNIVDTO-OKAIWCTOSA-N,2.592,2.81841,2.592,2.8057837,2.592,2.8325188,2.592,2.8117967,2.592,2.8168325,2.592,2.813199
KBZXBVPLCYMPDG-UFKIEODVSA-N,2.886,2.8180854,2.886,2.815862,2.886,2.8245127,2.886,2.811793,2.886,2.8130324,2.886,3.2166953
PQLCWXZNYFKCQP-RRXNGMOJSA-N,2.728,2.8101234,2.728,2.8270178,2.728,2.8120375,2.728,2.8117929,2.728,2.8229241,2.728,3.0016022
JPWYQKVUVJBGIC-JACJQHGZSA-N,2.855,2.8184743,2.855,2.8368678,2.855,2.8318121,2.855,2.8117929,2.855,2.8267276,2.855,3.0111701
LAEBQRNKDVWODR-MXEZGNGBSA-N,3.268,2.8148499,3.268,2.8107698,3.268,2.8192542,3.268,2.8117921,3.268,2.8142366,3.268,2.6421204
SANPNEXFHHAHAZ-UHFFFAOYSA-N,3.603,2.8165522,3.603,2.7963212,3.603,2.822554,3.603,2.811794,3.603,2.807021,3.603,2.8340714
YIRPUVQOKNIWMN-SNXNGQLMSA-N,2.492,2.8161783,2.492,2.8195865,2.492,2.8232012,2.492,2.8117943,2.492,2.8092942,2.492,3.2552392
IUYBUSWFNCZOQD-ROKRGEHNSA-N,2.479,2.8204198,2.479,2.8189228,2.479,2.8308291,2.479,2.8117929,2.479,2.807418,2.479,2.7866955
MIAJUZCUIWZGOL-UHFFFAOYSA-N,2.677,2.808091,2.677,2.8244386,2.677,2.8126605,2.677,2.8117929,2.677,2.8016224,2.677,2.6887314
XMXFDUITEQIBRY-UHFFFAOYSA-N,3.331,2.8099873,3.331,2.8085122,3.331,2.8159235,3.331,2.811793,3.331,2.8143835,3.331,2.8774405
VBHKIULQVWFWEI-UHFFFAOYSA-N,2.751,2.7986982,2.751,2.7906497,2.751,2.8013165,2.751,2.8117929,2.751,2.811043,2.751,2.8051744
NDABOQAXMUPHNW-IZEKYJKFSA-N,2.378,2.82023,2.378,2.8090255,2.378,2.827394,2.378,2.8117926,2.378,2.8051734,2.378,2.8693776
KLODBXZMDKYASK-JIXLDJFWSA-N,2.459,2.821132,2.459,2.8242135,2.459,2.8325062,2.459,2.8117933,2.459,2.8075032,2.459,3.1141918
UNUHOPXJVAGESN-JLVKPSDJSA-N,3.003,2.811286,3.003,2.8080168,3.003,2.8157113,3.003,2.8117929,3.003,2.8126268,3.003,3.1039982
FSGDVPVTQUDRQC-NGRNSYMZSA-N,3.077,2.8140867,3.077,2.8022437,3.077,2.8206174,3.077,2.8117967,3.077,2.824041,3.077,3.4149802
LWNZYXAIQPVLIB-XDVNEXBFSA-N,2.292,2.818883,2.292,2.8354087,2.292,2.8305702,2.292,2.8117929,2.292,2.8142567,2.292,2.966905
SGXDNMUNVRQWSQ-AUWDLMFMSA-N,3.35,2.8181486,3.35,2.8170946,3.35,2.8259583,3.35,2.8117936,3.35,2.810382,3.35,2.8408463
ANFJRFVMWUXEIZ-UHFFFAOYSA-N,2.819,2.8063955,2.819,2.812358,2.819,2.81052,2.819,2.8117929,2.819,2.803533,2.819,2.7032545
LSFBCDMKQGCHIN-UHFFFAOYSA-N,2.751,2.8132176,2.751,2.8024912,2.751,2.8187664,2.751,2.811794,2.751,2.820003,2.751,2.9012163
FHEMRPKVIFKQFI-UHFFFAOYSA-N,3.185,2.8191307,3.185,2.8117669,3.185,2.8277779,3.185,2.8117945,3.185,2.8093848,3.185,2.8244987
DOBCUMYXUZXDEH-QEZQUFLISA-N,2.842,2.8201747,2.842,2.821844,2.842,2.8284771,2.842,2.811793,2.842,2.805252,2.842,3.026276
ILEXBLRFITZQGO-UHFFFAOYSA-N,2.692,2.8106894,2.692,2.809027,2.692,2.8177123,2.692,2.811793,2.692,2.8223727,2.692,2.8247783
DSYJAEPQPDNSEV-RODHXAHZSA-N,3.19,2.8105054,3.19,2.8255444,3.19,2.8151898,3.19,2.8117929,3.19,2.8193307,3.19,2.883374
SUNUSKXSBVVTBJ-GFNONAECSA-N,2.696,2.8114285,2.696,2.8167603,2.696,2.8163717,2.696,2.8117929,2.696,2.7922606,2.696,3.3636966
QAHIBZLPYCSDBD-UHFFFAOYSA-N,3.245,2.8107648,3.245,2.8058903,3.245,2.8163486,3.245,2.8117936,3.245,2.8246398,3.245,2.8664224
RXMDRFPVRRVRNV-GWNMMOMOSA-N,3.238,2.8048816,3.238,2.8066483,3.238,2.8100402,3.238,2.811793,3.238,2.8109307,3.238,2.6144168
VVTQLVGIXYLWGW-UHFFFAOYSA-N,3.082,2.8148322,3.082,2.8157248,3.082,2.8234708,3.082,2.811793,3.082,2.8100672,3.082,2.8867805
ASKIQELSARLMQM-BQZSGDOUSA-N,2.653,2.8054101,2.653,2.8025851,2.653,2.8102255,2.653,2.8117929,2.653,2.8123302,2.653,2.9028585
IXFWQTSLUHHNKD-VWKWSRHDSA-N,3.198,2.809725,3.198,2.8184114,3.198,2.8173733,3.198,2.8117933,3.198,2.8134682,3.198,2.9559178
BJKQWLYIBIHKCT-NIEDSSJESA-N,2.781,2.8145738,2.781,2.810586,2.781,2.822501,2.781,2.8117929,2.781,2.8112822,2.781,2.8183503
BQNTVFPELNYFSB-UALPTYRMSA-N,2.153,2.8051143,2.153,2.816593,2.153,2.8109958,2.153,2.8117929,2.153,2.8124123,2.153,3.1836708
IIPNYKUDNGMMDR-HPOHYPEBSA-N,2.326,2.8047028,2.326,2.7916126,2.326,2.8108163,2.326,2.8117926,2.326,2.8154438,2.326,3.1396441
ORKQSIPQXWDCPJ-UHFFFAOYSA-N,3.394,2.8109674,3.394,2.8220856,3.394,2.814314,3.394,2.8117929,3.394,2.799841,3.394,2.6713965
TYBUXBAHZYXGJQ-UHFFFAOYSA-N,3.19,2.8089988,3.19,2.8013039,3.19,2.8114724,3.19,2.8117926,3.19,2.8261123,3.19,2.7878509
WWACKGCFOIEUCT-PMJBJKLVSA-N,2.459,2.810622,2.459,2.8020422,2.459,2.8138888,2.459,2.8117926,2.459,2.8173304,2.459,2.8690548
ZLRGXJSZSLUHQY-JYHRMSDVSA-N,2.934,2.813795,2.934,2.797537,2.934,2.8183937,2.934,2.8117936,2.934,2.8180943,2.934,3.071915
IWFYAZDVGGZPND-LWSSLDFYSA-N,2.019,2.7900677,2.019,2.813505,2.019,2.7993674,2.019,2.8117924,2.019,2.8039875,2.019,3.3919415
GGWGQGBNQZPFGG-NIRGEMEPSA-N,2.303,2.8167052,2.303,2.8226793,2.303,2.8218594,2.303,2.8117943,2.303,2.8031216,2.303,2.9917722
KXSURMFNHJZKTF-UHFFFAOYSA-N,2.328,2.8174438,2.328,2.8322012,2.328,2.8298726,2.328,2.8117926,2.328,2.8271494,2.328,2.9129767
KPLZHHXOISLQAC-UHFFFAOYSA-N,2.826,2.812436,2.826,2.8136294,2.826,2.8130376,2.826,2.8117924,2.826,2.8119428,2.826,2.544192
RQIVJVHUUYFBOS-QMAXKYHYSA-N,2.936,2.8163118,2.936,2.8308954,2.936,2.8236837,2.936,2.8117943,2.936,2.8234272,2.936,2.9392622
JDLJZDVEVDMRJC-UHFFFAOYSA-N,2.403,2.8040745,2.403,2.8030803,2.403,2.8038063,2.403,2.811793,2.403,2.8260152,2.403,2.7059162
WZLHZHYSTMZARL-YSZQMMMSSA-N,2.481,2.8176925,2.481,2.8132575,2.481,2.8224266,2.481,2.8117933,2.481,2.8231368,2.481,3.261799
SFSLAKWIDAFLDG-UHFFFAOYSA-N,2.423,2.804688,2.423,2.8121212,2.423,2.8110583,2.423,2.8117936,2.423,2.8219943,2.423,2.9231715
AKTLEKFPVHUEHQ-UHFFFAOYSA-N,2.658,2.8072731,2.658,2.7809303,2.658,2.809602,2.658,2.8117929,2.658,2.817731,2.658,2.870201
XZSKTDLDEOUBAH-XULARPDESA-N,2.748,2.8178978,2.748,2.8232977,2.748,2.8287547,2.748,2.8117938,2.748,2.8145747,2.748,2.8677187
NZVOFHLUULCMBF-UHFFFAOYSA-N,2.899,2.817106,2.899,2.8295329,2.899,2.825791,2.899,2.8117933,2.899,2.8332672,2.899,2.9171784
XJNBAYNLJJLUSA-NQQBKIOCSA-N,2.739,2.820046,2.739,2.822043,2.739,2.8305652,2.739,2.8117933,2.739,2.8300078,2.739,3.1736183
MUCPCTGSNCFMFF-UHFFFAOYSA-N,2.664,2.8002076,2.664,2.7737236,2.664,2.8034363,2.664,2.811793,2.664,2.8124104,2.664,2.7178266
MLEQJZXEDIELOM-UHFFFAOYSA-N,3.511,2.8063574,3.511,2.8128688,3.511,2.8088655,3.511,2.8117929,3.511,2.8232632,3.511,2.8931236
LKPCXSWKCCOBGS-UHFFFAOYSA-N,2.478,2.807891,2.478,2.827194,2.478,2.8111286,2.478,2.8117929,2.478,2.809423,2.478,2.7511227
MAHGGCALRAGUHG-UHFFFAOYSA-N,2.729,2.8007221,2.729,2.806306,2.729,2.8083148,2.729,2.811793,2.729,2.8241608,2.729,2.8781214
CONZXDJNPYCAHN-UHFFFAOYSA-N,2.626,2.8158574,2.626,2.8213453,2.626,2.8239007,2.626,2.8117929,2.626,2.8076963,2.626,2.85523
FAOXOGHHADJCOM-LEMWJGLLSA-N,2.74,2.816812,2.74,2.8079667,2.74,2.8222666,2.74,2.8117933,2.74,2.8055477,2.74,2.8740954
JQSKVMABTGJULU-UHFFFAOYSA-N,2.69,2.8101254,2.69,2.8250399,2.69,2.815789,2.69,2.811793,2.69,2.8085732,2.69,2.8031466
BNMWRIOYPCLYCK-UHFFFAOYSA-N,2.232,2.8219948,2.232,2.8151844,2.232,2.830365,2.232,2.8117926,2.232,2.8094678,2.232,2.9513645
WBHDMTOQSJNTRQ-QFDIZHHMSA-N,2.224,2.8170302,2.224,2.826491,2.224,2.825331,2.224,2.8117933,2.224,2.8170557,2.224,2.8771064
CODXZQSOIPEFAN-MHCZALOLSA-N,3.261,2.8169408,3.261,2.809711,3.261,2.8242354,3.261,2.811794,3.261,2.8092303,3.261,3.148918
LQBWJGVHTIQPKQ-QNDRNEHKSA-N,3.297,2.8137536,3.297,2.8113112,3.297,2.825972,3.297,2.8117948,3.297,2.8241942,3.297,3.0480974
LNHDWBJWSSRWHG-UHFFFAOYSA-N,2.568,2.8110507,2.568,2.8221815,2.568,2.8149793,2.568,2.8117936,2.568,2.8208318,2.568,3.0576835
HCQGNHZKKKXVMD-OBOQSDIZSA-N,3.306,2.8151467,3.306,2.81374,3.306,2.822881,3.306,2.8117929,3.306,2.8155646,3.306,2.9221847
HODOLYVFXLGEEH-UHFFFAOYSA-N,2.534,2.8026557,2.534,2.7948542,2.534,2.8016913,2.534,2.8117926,2.534,2.8192282,2.534,2.6534035
BLAJUEWEAWUDQM-UXXSKLMQSA-N,2.667,2.821604,2.667,2.807868,2.667,2.8304567,2.667,2.8117926,2.667,2.8174286,2.667,3.090026
AEKHKPQVNKYROD-UHFFFAOYSA-N,2.61,2.816279,2.61,2.802162,2.61,2.8228579,2.61,2.8117929,2.61,2.802414,2.61,2.9032545
GYJLBBOBUUOYCB-YQYKVWLJSA-N,2.637,2.8073304,2.637,2.8264868,2.637,2.812283,2.637,2.8117926,2.637,2.8156924,2.637,2.7100527
QWHLQJTZWWKBOU-KIWDQGAYSA-N,2.525,2.8164072,2.525,2.804997,2.525,2.822673,2.525,2.811793,2.525,2.801848,2.525,3.167109
FNMKWPHGDWVBOT-UHFFFAOYSA-N,2.423,2.8161845,2.423,2.8279603,2.423,2.8235288,2.423,2.811795,2.423,2.8174849,2.423,2.9864714
UTPZRROUBKGBKM-UHFFFAOYSA-N,0.163,2.8173623,0.163,2.7875755,0.163,2.823349,0.163,2.8117933,0.163,2.8152158,0.163,2.8755167
JGTFABYOWIRRHB-UHFFFAOYSA-N,2.962,2.8160906,2.962,2.8244429,2.962,2.8247573,2.962,2.8117933,2.962,2.8187737,2.962,3.0465086
JPBNJGACTGVLJF-UHFFFAOYSA-N,2.379,2.8210363,2.379,2.792323,2.379,2.8314595,2.379,2.8117952,2.379,2.7901251,2.379,2.813041
GHVZYKJCKNYAHL-RSDHRBLBSA-N,3.269,2.81113,3.269,2.786382,3.269,2.8154283,3.269,2.8117926,3.269,2.8174746,3.269,2.8712933
MFTWNXOXNFHFHH-JHJMOGDQSA-N,3.098,2.8208323,3.098,2.823709,3.098,2.8325925,3.098,2.8117943,3.098,2.822112,3.098,3.068487
XCCXDKTVTADLGQ-UHFFFAOYSA-N,2.765,2.810854,2.765,2.8201141,2.765,2.8141081,2.765,2.8117926,2.765,2.8272085,2.765,2.8563578
NZPKUYNBVIQGIE-KKQLDWOFSA-N,3.101,2.8116424,3.101,2.8225722,3.101,2.814777,3.101,2.8117929,3.101,2.8095992,3.101,3.1008296
AAHDSHCSYLNYSK-UHFFFAOYSA-N,2.797,2.8089628,2.797,2.794428,2.797,2.80911,2.797,2.8117936,2.797,2.8295336,2.797,2.8193085
VCXTYWGDYRXINA-SCATWASDSA-N,3.29,2.8206425,3.29,2.8101423,3.29,2.8285117,3.29,2.8117929,3.29,2.8220863,3.29,3.295738
CDHLKVIXZSTWBY-UHFFFAOYSA-N,2.75,2.8014402,2.75,2.8163445,2.75,2.809602,2.75,2.8117929,2.75,2.7997808,2.75,2.6939006
HVUREJVQULMUNI-NCXKSKJHSA-N,2.047,2.805739,2.047,2.791159,2.047,2.8083956,2.047,2.8117929,2.047,2.815618,2.047,3.2819643
JZYFTTDPFIWBSJ-UHFFFAOYSA-N,2.309,2.8074641,2.309,2.7961547,2.309,2.8100066,2.309,2.8117929,2.309,2.8218062,2.309,2.8762488
RGGYRJVQDGITHI-UHFFFAOYSA-N,2.135,2.8114038,2.135,2.739827,2.135,2.812576,2.135,2.8117929,2.135,2.8179004,2.135,2.9260607
AESJATGQRKVUTN-UHFFFAOYSA-N,2.567,2.8141284,2.567,2.8300164,2.567,2.823235,2.567,2.8117929,2.567,2.8161125,2.567,2.9310365
KGTIJCJVNVHPKT-UHFFFAOYSA-N,2.524,2.8178608,2.524,2.8267379,2.524,2.8251922,2.524,2.8117926,2.524,2.8197076,2.524,2.9226518
UWDLXDFVTDTVQV-DTGAMEDASA-N,3.123,2.815227,3.123,2.807064,3.123,2.822855,3.123,2.8117933,3.123,2.80337,3.123,3.1994348
OJEBSHTYQDPMSG-TXTPKYCRSA-N,3.282,2.8143387,3.282,2.7970564,3.282,2.8174849,3.282,2.8117929,3.282,2.8066874,3.282,2.772262
UMODTTYFYKOHJJ-UHFFFAOYSA-N,2.374,2.8016195,2.374,2.8074646,2.374,2.8048007,2.374,2.8117926,2.374,2.8154411,2.374,2.8825548
BDNMVUIKMNUIJS-JOXMEQDKSA-N,2.695,2.8119106,2.695,2.8217723,2.695,2.8180993,2.695,2.811794,2.695,2.8204627,2.695,2.708041
XJOGBXYUBLVXSN-UHFFFAOYSA-N,3.246,2.8069487,3.246,2.8258488,3.246,2.8094423,3.246,2.8117943,3.246,2.8146865,3.246,2.7487292
LKMHTNHDQZSLIU-YQOHNZFASA-N,2.152,2.818534,2.152,2.8105247,2.152,2.826505,2.152,2.8117933,2.152,2.8065429,2.152,2.9908328
ZVMXJVMGCYNQAA-INKQKRLSSA-N,3.175,2.8089252,3.175,2.7692096,3.175,2.8135219,3.175,2.811793,3.175,2.814673,3.175,2.8912408
NBOKAXMJNZZRSF-UHFFFAOYSA-N,2.597,2.7905188,2.597,2.7889159,2.597,2.7967694,2.597,2.8117929,2.597,2.8175635,2.597,2.9082348
MEOZDWQEMWBJIM-YLJBBNASSA-N,2.816,2.8153534,2.816,2.8166301,2.816,2.822632,2.816,2.8117943,2.816,2.8117526,2.816,2.8887267
LVAYIZUXRTYVGX-UHFFFAOYSA-N,3.404,2.8135762,3.404,2.8235493,3.404,2.8193142,3.404,2.811793,3.404,2.8149538,3.404,2.7297025
NCWGFQPLRLFVAD-PTVHQQPNSA-N,2.761,2.8183134,2.761,2.8228874,2.761,2.8281963,2.761,2.8117938,2.761,2.8260543,2.761,2.7265925
OLAPYSXLEOSMHR-UHFFFAOYSA-N,2.798,2.7714553,2.798,2.8138895,2.798,2.7960017,2.798,2.811793,2.798,2.8116338,2.798,2.8719754
NWJBZTGADFKCSI-UHFFFAOYSA-N,2.7,2.8161836,2.7,2.7583625,2.7,2.8233974,2.7,2.8117933,2.7,2.8099356,2.7,2.8893
LGGIEJLOJMLDLW-LOYCUKJKSA-N,2.524,2.81252,2.524,2.8256736,2.524,2.8173404,2.524,2.8117929,2.524,2.8298225,2.524,2.9573045
BHBKZKKSDAGMNS-FMVPLWAHSA-N,2.264,2.8118258,2.264,2.8176725,2.264,2.8199465,2.264,2.8117929,2.264,2.8139076,2.264,3.4996407
CJULIHPWMQRMJK-LAZBEUIPSA-N,2.846,2.8207617,2.846,2.8336437,2.846,2.8319368,2.846,2.8117936,2.846,2.8175566,2.846,2.9529185
CLQFSYSVYNSVFD-UHFFFAOYSA-N,2.682,2.807743,2.682,2.803115,2.682,2.8086154,2.682,2.8117926,2.682,2.822429,2.682,2.8549337
ONBATUVAGWWZHE-LQJZCPKCSA-N,2.435,2.7935154,2.435,2.8216522,2.435,2.8007977,2.435,2.8117929,2.435,2.817922,2.435,3.0131924
NVOOAPIPDKUKAF-UHFFFAOYSA-N,3.11,2.796198,3.11,2.81568,3.11,2.8040743,3.11,2.811793,3.11,2.8166792,3.11,2.8300176
CKANOFOJNRVERY-SVPAYZKRSA-N,3.015,2.8130603,3.015,2.7969437,3.015,2.8187108,3.015,2.8117926,3.015,2.8150356,3.015,2.709757
NMLUEIGYGJBFAX-SQHNJYBFSA-N,2.837,2.8173835,2.837,2.835883,2.837,2.8279316,2.837,2.8117929,2.837,2.8285384,2.837,3.203443
NPGSBECJOFFNFK-FFKGLWRNSA-N,2.542,2.8165722,2.542,2.8090274,2.542,2.8227594,2.542,2.811795,2.542,2.8273225,2.542,2.8167994
JFKJVIXNRZOLNJ-NXURCQBISA-N,3.013,2.815931,3.013,2.8169417,3.013,2.823163,3.013,2.8117936,3.013,2.8042212,3.013,3.1507487
DLNARSIQRMMOTQ-UHFFFAOYSA-N,2.393,2.8162856,2.393,2.8140476,2.393,2.8239124,2.393,2.8117962,2.393,2.820219,2.393,2.666716
MKDHRXKVLFBLRK-MYVPOTEISA-N,2.403,2.8150482,2.403,2.7984219,2.403,2.8184953,2.403,2.8117929,2.403,2.8193817,2.403,2.5656588
GGGGNJHMZMGKMK-OYKKKHCWSA-N,2.681,2.7991486,2.681,2.8130128,2.681,2.8018506,2.681,2.8117929,2.681,2.8176713,2.681,2.8474765
GHSSSWXDZMJDLI-HRKDGBQISA-N,2.745,2.812897,2.745,2.8226242,2.745,2.8167245,2.745,2.811793,2.745,2.8156462,2.745,3.010674
QSYBWZHGVGILJE-UHFFFAOYSA-N,2.878,2.8193264,2.878,2.8170528,2.878,2.8294454,2.878,2.811793,2.878,2.8244472,2.878,2.7325876
CWNROFMRTSMOQF-UHFFFAOYSA-N,2.843,2.8160024,2.843,2.8093677,2.843,2.825819,2.843,2.8117933,2.843,2.8069692,2.843,2.9226112
PDRDXBKFBUMQLD-TYPVQLNOSA-N,2.841,2.8164432,2.841,2.7918692,2.841,2.8215666,2.841,2.811793,2.841,2.8190346,2.841,2.9389348
BXJXBKMCAOHJRO-UHFFFAOYSA-N,2.55,2.8017187,2.55,2.7930107,2.55,2.8062387,2.55,2.8117926,2.55,2.8254561,2.55,2.8791819
IDVLKTWGOAUWFF-UHFFFAOYSA-N,3.806,2.8071022,3.806,2.8174655,3.806,2.8103294,3.806,2.8117929,3.806,2.8024778,3.806,2.765125
JZPNKCLINYMROT-ZLKQECPRSA-N,2.674,2.8165262,2.674,2.7927356,2.674,2.8227541,2.674,2.811793,2.674,2.8264413,2.674,3.1273365
AATQEIBLFCRROD-NTOXZNIJSA-N,2.659,2.814507,2.659,2.8220642,2.659,2.8196664,2.659,2.811793,2.659,2.82401,2.659,2.9115965
DJSBPLIVFDEYIN-UHFFFAOYSA-N,2.449,2.8091319,2.449,2.7877116,2.449,2.8110616,2.449,2.811793,2.449,2.8117123,2.449,2.8465679
HBNQYDMGIGXQFX-UHFFFAOYSA-N,2.967,2.8105445,2.967,2.7957032,2.967,2.8160388,2.967,2.8117933,2.967,2.8144383,2.967,2.867064
WTKADWMCTJWHIC-SETIRSJTSA-N,3.051,2.8137455,3.051,2.8223853,3.051,2.8188334,3.051,2.811793,3.051,2.7984004,3.051,2.8675814
KIJDZUVXJYSDDZ-UHFFFAOYSA-N,2.952,2.8124897,2.952,2.8264635,2.952,2.8154943,2.952,2.8117929,2.952,2.8032272,2.952,2.897355
VOUIUUDTYWCGAB-UHFFFAOYSA-N,2.449,2.82092,2.449,2.818066,2.449,2.831881,2.449,2.8117936,2.449,2.8073926,2.449,2.785947
MLMVMLNJXGQYLW-SQKFAHLKSA-N,2.929,2.8164005,2.929,2.831028,2.929,2.8246007,2.929,2.8117933,2.929,2.8153534,2.929,2.9227848
GRSFAEFYYRITEF-HQILZYGMSA-N,2.896,2.8174567,2.896,2.801628,2.896,2.8235605,2.896,2.811794,2.896,2.8156533,2.896,2.9020307
NOOROKXRZCASSJ-UHFFFAOYSA-N,2.818,2.799651,2.818,2.802741,2.818,2.8030124,2.818,2.811793,2.818,2.8100252,2.818,2.7862718
RHKZPEQCDDWMLG-RJBKVBLYSA-N,2.291,2.8059628,2.291,2.8245072,2.291,2.809111,2.291,2.8117952,2.291,2.8243933,2.291,2.858695
BSXIROMWCJZCDZ-UHFFFAOYSA-N,2.312,2.8048184,2.312,2.8057745,2.312,2.8045774,2.312,2.8117929,2.312,2.8134878,2.312,2.8367708
JJPUNXRPQBPCJU-UHFFFAOYSA-N,2.849,2.8105829,2.849,2.7963984,2.849,2.8178723,2.849,2.8117943,2.849,2.8213143,2.849,2.9083493
CIYPPBFZYIFPCY-ZAHNKVHPSA-N,2.918,2.8173497,2.918,2.8118107,2.918,2.8244054,2.918,2.8117933,2.918,2.8236136,2.918,2.9108684
CERDVOBZXFAOGH-UHFFFAOYSA-N,2.615,2.8087168,2.615,2.8242712,2.615,2.8128633,2.615,2.811793,2.615,2.8284798,2.615,2.886695
ZPYTUOOQMHJEKV-XMGMWIHRSA-N,3.418,2.8098369,3.418,2.8182492,3.418,2.8111832,3.418,2.8117926,3.418,2.8140578,3.418,2.7324562
QGSWKIWTEONFMO-OQFFVEAFSA-N,2.526,2.8179789,2.526,2.8264759,2.526,2.8285217,2.526,2.8117929,2.526,2.8154173,2.526,3.0142179
GAWCAJAQBCBLQG-KEIPNQJHSA-N,2.295,2.8136463,2.295,2.7831657,2.295,2.8180373,2.295,2.8117929,2.295,2.8082745,2.295,2.8416898
ZGFYVVRZQIENHD-UTXUFXGVSA-N,3.222,2.8150878,3.222,2.8054307,3.222,2.8234463,3.222,2.811793,3.222,2.8097677,3.222,2.890512
LURGUJMZUKFXCR-WCMJOSRZSA-N,2.972,2.8113513,2.972,2.7602303,2.972,2.8148997,2.972,2.8117938,2.972,2.8113785,2.972,2.7679737
DKXGYBRGNDJFCQ-CULHFBHGSA-N,2.735,2.812805,2.735,2.8130958,2.735,2.815535,2.735,2.8117933,2.735,2.8125215,2.735,2.8447495
VRFWDIGSWFELSA-UHFFFAOYSA-N,2.698,2.8230295,2.698,2.801952,2.698,2.8324862,2.698,2.8117924,2.698,2.8083544,2.698,2.8131325
QIHWEPZXTPGGJN-UHFFFAOYSA-N,3.021,2.820188,3.021,2.82831,3.021,2.8267705,3.021,2.811793,3.021,2.817728,3.021,2.9133644
BRKKQKXKFFINRC-NLBJKKAISA-N,3.601,2.8078198,3.601,2.805803,3.601,2.8115144,3.601,2.8117929,3.601,2.820475,3.601,3.2283545
WJUJYOZFBCSNHD-IURWMYGYSA-N,2.328,2.8016396,2.328,2.8211832,2.328,2.8067095,2.328,2.8117929,2.328,2.8138165,2.328,2.6788206
DSBZZIZDPDCBFG-UHFFFAOYSA-N,2.966,2.803701,2.966,2.813226,2.966,2.8032508,2.966,2.8117929,2.966,2.8232827,2.966,2.9152114
MOUJANPVABKEHO-UHFFFAOYSA-N,2.658,2.8071399,2.658,2.825501,2.658,2.8117597,2.658,2.8117929,2.658,2.8312345,2.658,2.8340285
AFQQKXRELQVLLB-WKOKUFOKSA-N,3.086,2.8166304,3.086,2.811879,3.086,2.8243308,3.086,2.811794,3.086,2.8123212,3.086,3.0280156
MIFWHCUBZXCJMH-IBUPXNSVSA-N,3.293,2.8190084,3.293,2.7666204,3.293,2.8304062,3.293,2.8117933,3.293,2.8188915,3.293,2.9377
NZEZDDBDJHPZQQ-UHFFFAOYSA-N,2.588,2.803338,2.588,2.8124096,2.588,2.8089318,2.588,2.8117926,2.588,2.825532,2.588,2.9116178
YJUYKOWLVRWROD-KNCULKHOSA-N,2.395,2.8080611,2.395,2.8106232,2.395,2.813651,2.395,2.8117929,2.395,2.8030128,2.395,2.704915
GXDKSACKQRQWLA-SOKJZAOGSA-N,2.677,2.8114214,2.677,2.8228843,2.677,2.8160248,2.677,2.8117926,2.677,2.8125687,2.677,2.8776007
NHRAPVHOEWSZTD-UHFFFAOYSA-N,2.559,2.8230655,2.559,2.7995436,2.559,2.8330195,2.559,2.811793,2.559,2.8171427,2.559,2.817846
ZHAHVDQSTIDVOH-YVZGYMSRSA-N,3.361,2.8104582,3.361,2.8307002,3.361,2.8142886,3.361,2.811794,3.361,2.81115,3.361,3.1479752
OKORPELJKCKUGF-HMFSJBRWSA-N,2.416,2.8087592,2.416,2.8146794,2.416,2.8116693,2.416,2.8117929,2.416,2.81777,2.416,2.6660445
PNGXKHCASYIHBD-VSEIJVIDSA-N,2.914,2.8183422,2.914,2.8313558,2.914,2.8287337,2.914,2.811793,2.914,2.819621,2.914,2.9154112
VOZKXKSFSMNUIL-OMLVSYGMSA-N,3.771,2.818127,3.771,2.8277655,3.771,2.8265188,3.771,2.8117933,3.771,2.8175583,3.771,3.3960137
OWGGMDSDRSJFLF-GQWFFFTNSA-N,2.394,2.81395,2.394,2.7911956,2.394,2.81915,2.394,2.811793,2.394,2.804882,2.394,2.8427367
ZFZGNXDXTKNHBE-UHFFFAOYSA-N,2.774,2.8049293,2.774,2.7935276,2.774,2.8070881,2.774,2.8117929,2.774,2.8216815,2.774,2.8249779
YYUHOISPKURVCF-UHFFFAOYSA-N,2.874,2.8130746,2.874,2.778435,2.874,2.818689,2.874,2.8117929,2.874,2.813962,2.874,2.890723
LQIAFHLWPBKFNX-SMVXAATNSA-N,3.014,2.8183513,3.014,2.7993796,3.014,2.8250093,3.014,2.811793,3.014,2.8059845,3.014,2.7444186
MKPDUIGVFXCWMS-UHFFFAOYSA-N,2.81,2.8037214,2.81,2.819798,2.81,2.8055038,2.81,2.8117933,2.81,2.8160646,2.81,2.8392758
TXFWYODVWKBZIG-UHFFFAOYSA-N,2.823,2.8007004,2.823,2.8021097,2.823,2.8084123,2.823,2.8117929,2.823,2.8215697,2.823,2.8865514
