,PaiNN_true_ES1,PaiNN_pred_ES1,SchNet_true_ES1,SchNet_pred_ES1,Equiformer_true_ES1,Equiformer_pred_ES1,SphereNet_true_ES1,SphereNet_pred_ES1,DimeNetPlusPlus_true_ES1,DimeNetPlusPlus_pred_ES1,DimeNet_true_ES1,DimeNet_pred_ES1
QLMSRLHCSNNMGD-YNBIHHNOSA-N,3.148,2.8179784,3.148,2.8137207,3.148,2.808001,3.148,2.7998524,3.148,2.6828473,3.148,2.8054404
NEYQMBVQKSMZJA-QVISWMCISA-N,3.186,2.8196146,3.186,2.8132775,3.186,2.803888,3.186,2.7998598,3.186,2.6410768,3.186,2.8833385
KDYRXHLCXRYUFQ-HHHUDSPHSA-N,2.677,2.8208735,2.677,2.8079948,2.677,2.8069162,2.677,2.7998495,2.677,2.691158,2.677,2.818828
NZHIFUDCEUTDGJ-UYOCIXKTSA-N,3.337,2.82301,3.337,2.8125746,3.337,2.8026779,3.337,2.7998555,3.337,2.7652097,3.337,2.8158824
HFMSJBHRPDAWFH-ZRUDIRFBSA-N,2.087,2.812196,2.087,2.8123515,2.087,2.80491,2.087,2.7998543,2.087,2.7558947,2.087,2.7243571
YBRJKZVNLHFYNK-ZSNJKBEMSA-N,2.724,2.8190486,2.724,2.806977,2.724,2.805483,2.724,2.7998495,2.724,2.7934036,2.724,2.7878423
NLPQMDSRONENOG-BIKKEBSBSA-N,2.377,2.8081295,2.377,2.8132684,2.377,2.8093724,2.377,2.7998495,2.377,2.808741,2.377,2.8026674
ZOPDASCUXXJNOZ-CBALNBDPSA-N,2.592,2.8194993,2.592,2.8115056,2.592,2.8061454,2.592,2.7998536,2.592,2.7199247,2.592,2.765766
RFKTULVJAFDPRQ-AEVGBRMKSA-N,0.363,2.8138485,0.363,2.8070233,0.363,2.804708,0.363,2.7998476,0.363,2.7403464,0.363,2.7884905
CCJXEWAMIJPZQY-ROFWENMTSA-N,3.686,2.8051112,3.686,2.8077989,3.686,2.808451,3.686,2.7998493,3.686,2.8596013,3.686,2.7565856
ZSHUKIACVDQECD-PUHLOBNQSA-N,3.137,2.8169966,3.137,2.814307,3.137,2.806794,3.137,2.799851,3.137,2.7248812,3.137,2.8254588
CZCUUHWTGZADNK-AJKVRNKGSA-N,2.689,2.8127015,2.689,2.8136141,2.689,2.8069117,2.689,2.7998555,2.689,2.694177,2.689,2.8144844
NEAGRMFDKAQQBG-AZXWBFOUSA-N,2.34,2.822958,2.34,2.8137984,2.34,2.8051636,2.34,2.7998545,2.34,2.7496886,2.34,2.765739
MARJVHWLOMVUNH-OYSCCKONSA-N,3.324,2.8228416,3.324,2.8125756,3.324,2.8050995,3.324,2.7998528,3.324,2.7258327,3.324,2.7812605
RJTUUSUCYSTHDE-LSONRFAPSA-N,2.683,2.8267176,2.683,2.81575,2.683,2.809374,2.683,2.7998576,2.683,2.5620558,2.683,2.8044205
HIJVBVIHUMREJG-IJQDFPIISA-N,2.773,2.8212662,2.773,2.812383,2.773,2.8093436,2.773,2.7998555,2.773,2.7541568,2.773,2.7411144
HQDLQDPECMZHII-OOWNWPBNSA-N,2.973,2.8132327,2.973,2.8112683,2.973,2.810901,2.973,2.7998438,2.973,2.8968027,2.973,2.850382
RSNRSANNJKASKC-HFHDMWJCSA-N,3.243,2.8138006,3.243,2.80808,3.243,2.8075237,3.243,2.7998495,3.243,2.6985197,3.243,2.8165126
IASOVKINRNLLEY-QDQSJNMBSA-N,2.476,2.8231688,2.476,2.813843,2.476,2.8079448,2.476,2.7998528,2.476,2.701044,2.476,2.8307066
PBRWFDZWAGESEL-GJEWFSSOSA-N,2.52,2.8114703,2.52,2.8122244,2.52,2.8073618,2.52,2.7998533,2.52,2.6781209,2.52,2.705112
FGTZPEUCVQGTFB-AKERKRSRSA-N,2.703,2.8078396,2.703,2.8151972,2.703,2.8096504,2.703,2.7998495,2.703,2.795447,2.703,2.720951
QLUGMRZSYXGUCP-JUQQFSQWSA-N,2.795,2.812627,2.795,2.8113024,2.795,2.8050833,2.795,2.7998536,2.795,2.7409863,2.795,2.7696073
NAZFUYGWVBFSEN-OAZBTLTBSA-N,3.265,2.8082268,3.265,2.8109057,3.265,2.8047323,3.265,2.7998517,3.265,2.7144578,3.265,2.8599277
SBXOQODIJLJEJN-FUSGEDHXSA-N,2.051,2.8244696,2.051,2.8166254,2.051,2.804508,2.051,2.7998543,2.051,2.6577709,2.051,2.7353628
YTRVZNWSZYCDPC-CRLKYWSDSA-N,2.634,2.8100872,2.634,2.8122609,2.634,2.8084147,2.634,2.7998514,2.634,2.7653337,2.634,2.7399633
VSJSKUWCRZWVAJ-WJUIDDSLSA-N,2.321,2.809281,2.321,2.8038633,2.321,2.810687,2.321,2.7998471,2.321,2.8454907,2.321,2.7453454
NMGAFSBPFJQWQK-MXYJJLLUSA-N,2.513,2.8194475,2.513,2.8148181,2.513,2.8042743,2.513,2.7998528,2.513,2.6337054,2.513,2.8906727
PWLJBCBHSHGWGM-NYBPYGPUSA-N,3.061,2.8107126,3.061,2.814122,3.061,2.809165,3.061,2.7998514,3.061,2.7603467,3.061,2.7868001
VOHYZLSGCGNYDC-BNMWABLISA-N,2.189,2.819115,2.189,2.8145912,2.189,2.8060374,2.189,2.7998495,2.189,2.8428764,2.189,2.8405504
AEEHHINVHBVSCJ-RYYXGZFZSA-N,2.301,2.8196173,2.301,2.8133545,2.301,2.8044639,2.301,2.7998607,2.301,2.8135438,2.301,2.750872
NOAZWWAKNFIZGP-WPNQTKRKSA-N,2.607,2.816958,2.607,2.811654,2.607,2.8041613,2.607,2.7998614,2.607,2.7831929,2.607,2.799354
IQCHOMFVZMASHQ-CHVBVBDWSA-N,2.564,2.8218162,2.564,2.8148065,2.564,2.8062546,2.564,2.7998533,2.564,2.76997,2.564,2.820461
IUNFRJXKEXJEFF-QQSAMKETSA-N,2.781,2.8104575,2.781,2.8050284,2.781,2.8106666,2.781,2.7998455,2.781,2.7858226,2.781,2.745792
PXQMJEGGHUHGFX-YTJQMYRNSA-N,2.582,2.8027613,2.582,2.8042161,2.582,2.8096359,2.582,2.7998462,2.582,2.8142579,2.582,2.8071308
TXANVBNHEANLOF-UZFOYSCZSA-N,3.313,2.8197172,3.313,2.8120618,3.313,2.8060362,3.313,2.7998555,3.313,2.7154667,3.313,2.7157962
HLMSPRNCENDOGO-BAXDVLLCSA-N,2.615,2.8198028,2.615,2.8155398,2.615,2.8092053,2.615,2.7998512,2.615,2.6859124,2.615,2.8252168
CGJCHSYLSPWCOL-UGHALTJFSA-N,3.358,2.8146906,3.358,2.8152122,3.358,2.8080316,3.358,2.7998514,3.358,2.8150687,3.358,2.8085046
VZHRKFRTPVHWNE-HGMRCBETSA-N,2.998,2.8140545,2.998,2.8109508,2.998,2.8110104,2.998,2.7998483,2.998,2.7649128,2.998,2.8184998
HTUBVGKRLWKZKU-OAQMXIGCSA-N,3.105,2.8180478,3.105,2.8141773,3.105,2.804709,3.105,2.799856,3.105,2.929039,3.105,2.7846146
KHGCNWQLLHLEIX-VSVMEZQCSA-N,2.692,2.8147862,2.692,2.8140354,2.692,2.806042,2.692,2.7998521,2.692,2.7339003,2.692,2.7970943
DKMQLKMELRVERQ-FIFHTESVSA-N,2.15,2.821678,2.15,2.8120735,2.15,2.802674,2.15,2.799854,2.15,2.7863612,2.15,2.7585044
WCUXCXYVACUKED-OQVDOJRPSA-N,2.554,2.8146257,2.554,2.814007,2.554,2.806793,2.554,2.7998543,2.554,2.6714864,2.554,2.763366
KCDUKBSWWSHPES-CFFZULTGSA-N,3.302,2.8193462,3.302,2.814284,3.302,2.804402,3.302,2.7998536,3.302,2.4564865,3.302,2.8071518
XKHYFPUEDOTFMB-PDQDVDKESA-N,3.613,2.8206065,3.613,2.8056967,3.613,2.807686,3.613,2.7998505,3.613,2.7236142,3.613,2.8051167
NKYGQJHTWRYNKP-OKCWKZEQSA-N,2.512,2.8194118,2.512,2.8145108,2.512,2.8046787,2.512,2.799857,2.512,2.7367806,2.512,2.8717546
YGMGVJXOLHSSRV-ZJPIGYMHSA-N,2.171,2.8160467,2.171,2.8093245,2.171,2.8088775,2.171,2.7998476,2.171,2.8346872,2.171,2.8102772
IXEWONONXJERQF-WKVGRJJQSA-N,2.587,2.8109868,2.587,2.8149092,2.587,2.8091872,2.587,2.7998562,2.587,2.7298467,2.587,2.843991
ZJYTUHOAUZEXNV-BTDGFTJOSA-N,2.42,2.816952,2.42,2.813047,2.42,2.8040848,2.42,2.7998593,2.42,2.597906,2.42,2.7437463
VOBSBAVHVWYPQM-PHNOKIGVSA-N,3.275,2.8286686,3.275,2.8137023,3.275,2.8072317,3.275,2.7998557,3.275,2.589924,3.275,2.763058
VIUWRUKWLXQAFY-ARNWMAEDSA-N,2.522,2.826358,2.522,2.8109348,2.522,2.8054342,2.522,2.799856,2.522,2.6239645,2.522,2.8473113
ZORWIMNBWGHHOA-VMVOFIIDSA-N,1.786,2.817676,1.786,2.814731,1.786,2.8057768,1.786,2.7998533,1.786,2.6416934,1.786,2.8201594
QCRYNFCTKJYHJR-SSULHUJASA-N,3.476,2.8232665,3.476,2.8133783,3.476,2.8057978,3.476,2.7998502,3.476,2.651469,3.476,2.7841866
CEIMVWPZRNZGTK-MJXLXAJKSA-N,2.45,2.8229847,2.45,2.8162215,2.45,2.8048232,2.45,2.7998548,2.45,2.7274585,2.45,2.6746964
WNIBSZKWOCROLL-JDNGKVPZSA-N,3.22,2.8151963,3.22,2.8064837,3.22,2.8101854,3.22,2.7998507,3.22,2.8532798,3.22,2.7295475
QPQNAXNJEJBNBK-SHYLQTIMSA-N,2.485,2.8067982,2.485,2.8122969,2.485,2.8096993,2.485,2.799852,2.485,2.8016732,2.485,2.8088102
CJUWIWLHVAEUMF-FVPFAYHBSA-N,2.407,2.8231423,2.407,2.81324,2.407,2.8060381,2.407,2.799849,2.407,2.8973773,2.407,2.71227
YMUXQXXLTFHXFY-WXMAUWIXSA-N,2.621,2.817516,2.621,2.8150065,2.621,2.8042057,2.621,2.799854,2.621,2.7355173,2.621,2.831747
FELWHPMZHPHOGZ-DTPBBPDWSA-N,2.969,2.8336384,2.969,2.8119986,2.969,2.8053942,2.969,2.7998562,2.969,2.7962027,2.969,2.8132632
GOZZUDGEPXZHEB-MQACYMEISA-N,2.599,2.8178124,2.599,2.8154569,2.599,2.8096812,2.599,2.7998555,2.599,2.618276,2.599,2.8476357
FEWJTFJCXAUNCQ-XZAYKNLUSA-N,2.354,2.8293293,2.354,2.81205,2.354,2.803695,2.354,2.7998562,2.354,2.640661,2.354,2.8482246
USMZSASLBFHNFV-UHIZKJEFSA-N,3.164,2.8129249,3.164,2.8135016,3.164,2.8058636,3.164,2.7998507,3.164,2.6333487,3.164,2.6927443
ULKVOLIRMDCYBO-FTWCWVMWSA-N,3.067,2.8155427,3.067,2.811934,3.067,2.8091764,3.067,2.7998543,3.067,2.6124175,3.067,2.8163605
NWVQCZUEJLNIBX-OHUIHDMLSA-N,2.621,2.8189776,2.621,2.8118794,2.621,2.8032491,2.621,2.7998521,2.621,2.7344718,2.621,2.8336926
FVYPYOVMHNFYTL-RLZCSYPLSA-N,2.859,2.8112814,2.859,2.8136394,2.859,2.8041782,2.859,2.7998526,2.859,2.586936,2.859,2.7324367
RXQHWXMTLRRLNW-AATKOCIRSA-N,3.343,2.8192763,3.343,2.8135815,3.343,2.804319,3.343,2.7998552,3.343,2.8184469,3.343,2.8207266
GKLDMHXEQWNGTQ-ARGCBZNHSA-N,2.849,2.8170013,2.849,2.814999,2.849,2.810509,2.849,2.799856,2.849,2.787513,2.849,2.741632
DQNKDYFSLMXKKL-VWKWSRHDSA-N,3.47,2.846222,3.47,2.816199,3.47,2.8060508,3.47,2.7998593,3.47,2.6917984,3.47,2.7962656
OKAUKXZPXYIOEL-JWCWDFKGSA-N,3.303,2.8295658,3.303,2.8125558,3.303,2.8053408,3.303,2.7998567,3.303,2.8819196,3.303,2.7756095
BZXNBRHDKMDROD-LEHQBTJDSA-N,2.648,2.822809,2.648,2.8146238,2.648,2.8078115,2.648,2.799859,2.648,2.7429416,2.648,2.8097885
WTUFFZMMEZEDFF-RXXKTCIYSA-N,2.746,2.8205302,2.746,2.805838,2.746,2.80896,2.746,2.7998505,2.746,2.6621208,2.746,2.7803915
DWNVNJRXOKTWPN-PPDIBHTLSA-N,2.479,2.8220298,2.479,2.8127558,2.479,2.8036144,2.479,2.79985,2.479,2.7082613,2.479,2.7680926
WOZKSJHVXNUUHI-OBODDMRWSA-N,2.353,2.814684,2.353,2.8127398,2.353,2.8091621,2.353,2.7998543,2.353,2.8146849,2.353,2.8287394
MVMIKCKHTLJJSW-GZOMZLSJSA-N,2.64,2.8115275,2.64,2.8047655,2.64,2.8102279,2.64,2.7998443,2.64,2.800963,2.64,2.7769063
ZJEBKVGTHIHOJW-PBEOLHQGSA-N,3.048,2.823876,3.048,2.8087058,3.048,2.8037689,3.048,2.7998507,3.048,2.8233097,3.048,2.8279614
PINRJIGFTRJLJV-QVEDLAMSSA-N,3.237,2.8166335,3.237,2.8152015,3.237,2.8081963,3.237,2.7998593,3.237,2.6659708,3.237,2.8137832
VGLCFIIIDHNYOO-GZOMZLSJSA-N,2.99,2.814118,2.99,2.8070564,2.99,2.8053226,2.99,2.799847,2.99,2.7745147,2.99,2.8188064
GLBIHIDOJMAAPY-JFBRLQJOSA-N,2.648,2.8140156,2.648,2.812971,2.648,2.806636,2.648,2.7998593,2.648,2.730899,2.648,2.8370287
DAJDAQGZYOGAHE-RVRZUSPASA-N,3.632,2.8246486,3.632,2.813403,3.632,2.805077,3.632,2.7998562,3.632,2.6640139,3.632,2.586591
WQIBNKBPLKLTEI-KWYFJNDASA-N,2.317,2.8210137,2.317,2.8081641,2.317,2.8068516,2.317,2.7998514,2.317,2.7174854,2.317,2.811495
CFPBAGVKFCHYGJ-CDLBOOTPSA-N,2.966,2.817802,2.966,2.8142054,2.966,2.8056052,2.966,2.7998478,2.966,2.7260594,2.966,2.724068
RMDPUAJNFDETOO-NUPDHGEISA-N,2.783,2.8184059,2.783,2.8084502,2.783,2.8075173,2.783,2.7998526,2.783,2.7735827,2.783,2.8238459
GLJAJZINGRFWEW-MNQNVOJESA-N,2.311,2.8102617,2.311,2.81131,2.311,2.808448,2.311,2.7998567,2.311,2.7449455,2.311,2.710526
XKVIFGYKMDMMJX-KGPFBWDFSA-N,3.621,2.8184247,3.621,2.8123243,3.621,2.8084407,3.621,2.7998486,3.621,2.730233,3.621,2.8252728
IMKRMQWFBKZOBD-NHDYUQDGSA-N,3.092,2.8123071,3.092,2.8143678,3.092,2.8079631,3.092,2.7998543,3.092,2.7812862,3.092,2.8371317
DJKBEDNDTHNQLN-ZQRDYYEUSA-N,3.411,2.8162408,3.411,2.812213,3.411,2.8081534,3.411,2.7998533,3.411,2.6709735,3.411,2.7573736
LOWMBZGTVJWXFA-CXVMZADYSA-N,2.588,2.8126159,2.588,2.8142607,2.588,2.8062441,2.588,2.7998507,2.588,2.663037,2.588,2.6838906
CMMCBZCPNZPXLK-SIIOVULOSA-N,2.199,2.8165905,2.199,2.803681,2.199,2.8094277,2.199,2.7998464,2.199,2.6857188,2.199,2.7804687
UKVYLIKHVDHZIS-DFDODBPVSA-N,2.849,2.8146446,2.849,2.8140726,2.849,2.806216,2.849,2.7998588,2.849,2.864334,2.849,2.8468122
JBYMVGNQEHGQMK-IYHBCPOXSA-N,3.218,2.810679,3.218,2.8128629,3.218,2.811962,3.218,2.7998564,3.218,2.7326486,3.218,2.9072943
AFAOQEUUOAETSX-PQKVGRGHSA-N,2.924,2.8234432,2.924,2.812831,2.924,2.8037143,2.924,2.7998562,2.924,2.9417274,2.924,2.797032
XVXUDTAZMGQHCS-YNHAIEFQSA-N,2.372,2.8354554,2.372,2.814403,2.372,2.807633,2.372,2.7998567,2.372,2.6856115,2.372,2.6708264
UMBQKOZOXQULIH-RQQLPQLWSA-N,2.545,2.8084142,2.545,2.8107014,2.545,2.810493,2.545,2.7998524,2.545,2.7410367,2.545,2.6702478
YKYVQLFYYXSHEG-QKTWXZSFSA-N,2.61,2.8234074,2.61,2.8113112,2.61,2.807254,2.61,2.7998557,2.61,2.8571908,2.61,2.7855558
ZTORPPSXVSLWBN-LEXORQHVSA-N,2.52,2.8124597,2.52,2.8141882,2.52,2.8073907,2.52,2.799851,2.52,2.7344933,2.52,2.78818
UVAAQGJSNSQKJG-COCMRLOZSA-N,2.848,2.8180954,2.848,2.8130426,2.848,2.8036427,2.848,2.799857,2.848,2.6682081,2.848,2.8785846
BJANPIWKRWYSSD-KDHRXPGNSA-N,2.35,2.8050585,2.35,2.8065393,2.35,2.8091948,2.35,2.7998457,2.35,2.8312101,2.35,2.804607
TUYUMUDPCRPANQ-NEFUDTLLSA-N,2.288,2.8232214,2.288,2.8133037,2.288,2.8026924,2.288,2.7998564,2.288,2.5493448,2.288,2.64902
NGRGLMIDTGTLBV-WRWCRWPOSA-N,2.908,2.8171358,2.908,2.8070498,2.908,2.8051496,2.908,2.7998545,2.908,2.712755,2.908,2.8353832
CPTLBLGZMUWTOP-OHSLDDHESA-N,2.232,2.8234475,2.232,2.8138785,2.232,2.8061926,2.232,2.7998517,2.232,2.7624576,2.232,2.8436582
JVBDGWBJHFVIEP-ZINZSNBHSA-N,2.801,2.8243916,2.801,2.8135808,2.801,2.808321,2.801,2.7998521,2.801,2.7364447,2.801,2.731063
VYGNSGQZPYACAA-FIBXFRIOSA-N,3.493,2.8094583,3.493,2.8096933,3.493,2.8067276,3.493,2.7998488,3.493,2.7263525,3.493,2.8111265
KQLNKQWOGFNLFW-WNFUMJRVSA-N,3.726,2.8141024,3.726,2.8123088,3.726,2.8094823,3.726,2.7998543,3.726,2.629548,3.726,2.8369749
YTUPSXGNFAPMSA-YGVDCJTLSA-N,3.382,2.8204622,3.382,2.813883,3.382,2.805494,3.382,2.799856,3.382,2.7027175,3.382,2.8617778
DMDMTQCSYLLHSD-BIXZQIBGSA-N,2.844,2.8124545,2.844,2.809136,2.844,2.808663,2.844,2.7998497,2.844,2.7720811,2.844,2.8407235
IGGKVAZWUVZXJJ-SMZFNTTISA-N,2.423,2.8212144,2.423,2.8133075,2.423,2.8060267,2.423,2.7998555,2.423,2.6452892,2.423,2.7869518
RAWKTWHBFNUKKN-PIJCMNMUSA-N,2.462,2.8175566,2.462,2.8140626,2.462,2.8040698,2.462,2.7998552,2.462,2.6108427,2.462,2.8039825
TWDISEIFKSVUAL-WIAYSZGJSA-N,2.794,2.8110409,2.794,2.81448,2.794,2.8077161,2.794,2.7998514,2.794,2.6833622,2.794,2.802351
RJSPADADTMJYQK-QCEFHLCCSA-N,3.019,2.8188188,3.019,2.813921,3.019,2.806644,3.019,2.799856,3.019,2.7544374,3.019,2.7895133
LTVUYUPTCJVTAP-IAGJHGIESA-N,3.212,2.817269,3.212,2.8158147,3.212,2.8084137,3.212,2.7998512,3.212,2.7580643,3.212,2.7840977
RPSCIOTXXJTCGT-UUYAOZHUSA-N,2.916,2.8144994,2.916,2.8116362,2.916,2.8021832,2.916,2.7998557,2.916,2.526097,2.916,2.629867
IMAGHLMMPVVXPO-HFYOOSNOSA-N,2.822,2.8242128,2.822,2.8119063,2.822,2.8061278,2.822,2.7998536,2.822,2.7539542,2.822,2.8214982
ZDFBPBWZDVHXNN-MPRHAZATSA-N,2.742,2.8189898,2.742,2.8136704,2.742,2.8043017,2.742,2.799855,2.742,2.6736426,2.742,2.8798819
FXICNRHPRLMCFY-LGJNPRDNSA-N,2.297,2.826996,2.297,2.8114207,2.297,2.8007393,2.297,2.7998555,2.297,2.7612948,2.297,2.7733014
MDMNRVLLMFCMOE-AUFYSIKDSA-N,2.449,2.8074129,2.449,2.811858,2.449,2.806495,2.449,2.7998557,2.449,2.8379662,2.449,2.720951
FNMROCKIPRIYTP-GTYSUSSSSA-N,2.772,2.8053396,2.772,2.8077905,2.772,2.8090193,2.772,2.7998476,2.772,2.793685,2.772,2.6876066
JDXFXFDFWOEIOU-WYMKRNKVSA-N,2.424,2.8121252,2.424,2.8140824,2.424,2.8074284,2.424,2.7998545,2.424,2.7247417,2.424,2.7581775
HOZQUHNWUXXZDG-ACZPXCGASA-N,2.204,2.8180778,2.204,2.811455,2.204,2.810099,2.204,2.7998528,2.204,2.6547256,2.204,2.8228364
BVJBVAMPJINVIH-WJUIDDSLSA-N,3.463,2.8170178,3.463,2.8152409,3.463,2.8108916,3.463,2.7998471,3.463,2.6659114,3.463,2.7611067
BAAUETPDPMGEIC-IDVLLXKWSA-N,2.247,2.8145611,2.247,2.8152907,2.247,2.8078926,2.247,2.7998514,2.247,2.7624028,2.247,2.7735355
WGEOZYRQDWFLCP-DXJXZAMXSA-N,2.316,2.802122,2.316,2.8070717,2.316,2.8103411,2.316,2.7998495,2.316,2.8161774,2.316,2.750968
DETRJYWWRXKLRD-RBWYEQHESA-N,3.197,2.8168242,3.197,2.8122113,3.197,2.8039815,3.197,2.7998548,3.197,2.6986513,3.197,2.7779777
ZPLLHQOGGCOECT-UWPPKWNGSA-N,2.397,2.823152,2.397,2.8120797,2.397,2.8109741,2.397,2.799855,2.397,2.5803866,2.397,2.8763354
WSDSUTXIMKTINP-WGOQTCKBSA-N,3.183,2.8201098,3.183,2.814252,3.183,2.805255,3.183,2.799849,3.183,2.7410965,3.183,2.7243629
XKNGJGYZWMROKE-JFZCARMXSA-N,2.924,2.8157537,2.924,2.8124413,2.924,2.8082495,2.924,2.7998557,2.924,2.733712,2.924,2.8967333
BULSGWJVEMJFLN-RPHGGDOWSA-N,2.087,2.819869,2.087,2.8084147,2.087,2.8059533,2.087,2.7998474,2.087,2.760059,2.087,2.829524
HOEFCMKWCKZEMO-KWQVAVEISA-N,2.11,2.8069632,2.11,2.8041785,2.11,2.8091714,2.11,2.7998486,2.11,2.8770754,2.11,2.8081946
RPPMMCDTLGLEPU-HRBMRESRSA-N,3.413,2.81278,3.413,2.8098724,3.413,2.80465,3.413,2.7998517,3.413,2.9349256,3.413,2.7423997
BCVBRQRXVBTPHJ-WFMMCYIWSA-N,2.792,2.8106246,2.792,2.81365,2.792,2.8084695,2.792,2.799853,2.792,2.7356517,2.792,2.7840827
IJHHFMDCATYJRQ-RMCBMONJSA-N,2.018,2.8179038,2.018,2.8122473,2.018,2.8047965,2.018,2.7998555,2.018,2.6196518,2.018,2.5716255
YYZMWXHZDVXQKH-KMQNPWLCSA-N,2.84,2.8200004,2.84,2.8096807,2.84,2.809955,2.84,2.7998507,2.84,2.6983557,2.84,2.808662
DPVRNPFDEADXGB-MDVINBTASA-N,3.245,2.8281984,3.245,2.8124042,3.245,2.803628,3.245,2.799854,3.245,2.7550042,3.245,2.8057337
SVCIJAGMMWFTPL-LFKLNJTHSA-N,2.649,2.815595,2.649,2.8059938,2.649,2.8090377,2.649,2.7998514,2.649,2.7642915,2.649,2.8021529
ORLWYZYKRLBYIP-RJHZFINSSA-N,2.652,2.8179586,2.652,2.8127744,2.652,2.8084955,2.652,2.7998562,2.652,2.7065487,2.652,2.798644
MTXHBQQPJCTFGD-NROCNNEJSA-N,2.878,2.810515,2.878,2.8055842,2.878,2.8079178,2.878,2.7998483,2.878,2.7294927,2.878,2.8163884
WCYAKWXVWVSCKO-GTHQUBRQSA-N,2.753,2.8139193,2.753,2.8101988,2.753,2.8101275,2.753,2.7998493,2.753,2.793761,2.753,2.7868617
KIHPFSHYUADKSX-NJNWQDHISA-N,2.693,2.816417,2.693,2.8129504,2.693,2.8072476,2.693,2.7998548,2.693,2.9489074,2.693,2.8504
RPDIOXLXCVRPGW-WMSIZUSKSA-N,2.781,2.8292582,2.781,2.8110092,2.781,2.8050532,2.781,2.7998567,2.781,2.5992522,2.781,2.829888
JMCQXIBDFGFFGW-GTHQUBRQSA-N,2.867,2.8232315,2.867,2.8100505,2.867,2.8103025,2.867,2.799845,2.867,2.8121247,2.867,2.7785637
GLESSFZZFFVTGT-BKATUZMVSA-N,3.159,2.8099356,3.159,2.8054836,3.159,2.8105602,3.159,2.7998447,3.159,2.7902396,3.159,2.7690265
SYGAFSSZAPWGBV-UHIZKJEFSA-N,2.607,2.8139975,2.607,2.8073494,2.607,2.805706,2.607,2.7998497,2.607,2.721754,2.607,2.825417
HLUIQXLRENIJJR-XIOBTQADSA-N,3.151,2.8146806,3.151,2.812399,3.151,2.8059466,3.151,2.7998505,3.151,2.9897187,3.151,2.775369
SJRCARHCEHELQM-XYSFHOOBSA-N,3.231,2.8227956,3.231,2.8138587,3.231,2.807885,3.231,2.7998545,3.231,2.889597,3.231,2.9095337
HVZCLHUYMQXLIF-RLZCSYPLSA-N,2.686,2.8279116,2.686,2.8125608,2.686,2.8043363,2.686,2.7998595,2.686,2.8029068,2.686,2.8209245
OHJGIBKMDRZDCU-WCRKGUFQSA-N,2.534,2.803527,2.534,2.806056,2.534,2.8108432,2.534,2.7998471,2.534,2.8031003,2.534,2.7858915
FIKKULDBYZLDHJ-CHSRVYTFSA-N,3.19,2.823628,3.19,2.8141327,3.19,2.804973,3.19,2.7998521,3.19,2.6847947,3.19,2.8181415
RHFHSVIBOJXQEY-HSWKEQASSA-N,2.608,2.814123,2.608,2.8136716,2.608,2.8054519,2.608,2.7998507,2.608,2.5838237,2.608,2.7598994
PJKJBPDAWWPYHK-IIHBXENTSA-N,2.739,2.8200576,2.739,2.8137658,2.739,2.805161,2.739,2.7998514,2.739,2.7541997,2.739,2.8091908
NXOJHJPXMYPAQL-QRVIBDJDSA-N,2.499,2.8370667,2.499,2.815313,2.499,2.803219,2.499,2.7998514,2.499,2.9788754,2.499,2.8765075
HXGGBJMRGDLGIU-ZUQBQYDTSA-N,2.079,2.825465,2.079,2.8141153,2.079,2.8093936,2.079,2.7998562,2.079,2.7468371,2.079,2.7269297
WKQNVTANNBCQMY-LMTIKGEJSA-N,2.627,2.8106453,2.627,2.8136716,2.627,2.8075087,2.627,2.7998545,2.627,2.7475185,2.627,2.7378898
ROIUWRBTSKXJEJ-SMYXBETMSA-N,3.343,2.8036315,3.343,2.8106453,3.343,2.8109026,3.343,2.7998514,3.343,2.8239377,3.343,2.7076209
PDRUKJSMIPYQQP-IFWSFMLXSA-N,2.7,2.81253,2.7,2.8140187,2.7,2.8068492,2.7,2.7998517,2.7,2.7087648,2.7,2.726766
KQDXOCMNXQGKDD-HODOAVGQSA-N,2.601,2.812893,2.601,2.812842,2.601,2.8061168,2.601,2.799854,2.601,2.7154,2.601,2.8359113
WOELYLPOSNQBFX-QJOVZPHJSA-N,2.898,2.8137386,2.898,2.8104892,2.898,2.806462,2.898,2.7998486,2.898,2.82612,2.898,2.7889576
YAMSBVGZPLNMKE-JXTSZTKNSA-N,2.87,2.814056,2.87,2.8141756,2.87,2.807572,2.87,2.799855,2.87,2.7513814,2.87,2.8127513
JAQXEVNKFLSPOI-JBZNKQRISA-N,2.909,2.8142598,2.909,2.8109365,2.909,2.8090029,2.909,2.7998462,2.909,2.825803,2.909,2.7692213
ZICWHIIWXWUXBC-RPPGKUMJSA-N,2.766,2.8297544,2.766,2.8132787,2.766,2.8007395,2.766,2.7998586,2.766,2.812639,2.766,2.78716
ICYVQIPBIDLEDG-ILPJYELKSA-N,2.958,2.8219254,2.958,2.814427,2.958,2.8070517,2.958,2.7998521,2.958,2.847564,2.958,2.8255763
HCHBFPHKLIGSCQ-HYMPPMLCSA-N,2.502,2.8159578,2.502,2.8145516,2.502,2.8081536,2.502,2.7998533,2.502,2.7748194,2.502,2.8659422
QLZMCSASZIVVER-ZXSNDDASSA-N,3.12,2.8102398,3.12,2.810133,3.12,2.807817,3.12,2.799848,3.12,2.7984471,3.12,2.719565
